Partition ID,Original Accuracy,Original F1 Score,Pruned Accuracy,Pruned F1,DI,SPD,EOD,AOD,ERD,CNT,TI
1,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
2,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
3,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
4,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
5,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
6,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
7,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
8,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
9,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
10,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
11,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
12,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
13,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
14,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
15,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
16,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
17,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
18,0.8511202830188679,0.6543463381245722,1.0,1.0,0.2796138996138996,-0.1759745975855131,-0.12671880091234933,-0.10016234091796256,-0.10963279678068405,[0.90032429],0.12676939526016187
