Partition ID,Original Accuracy,Original F1 Score,Pruned Accuracy,Pruned F1,DI,SPD,EOD,AOD,ERD,CNT,TI
1,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
2,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
3,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
4,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
5,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
6,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
7,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
8,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
9,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
10,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
11,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
12,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
13,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
14,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
15,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
16,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
17,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
18,0.7669516509433962,0.13559322033898305,1.0,1.0,12.340476190476192,0.05989688128772636,0.36158357771260996,0.19243146496966532,-0.20796654929577463,[0.98051297],0.25984726988222173
