Partition ID,Original Accuracy,Original F1 Score,Pruned Accuracy,Pruned F1,DI,SPD,EOD,AOD,ERD,CNT,TI
1,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
2,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
3,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
4,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
5,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
6,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
7,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
8,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
9,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
10,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
11,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
12,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
13,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
14,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
15,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
16,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
17,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
18,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
19,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
20,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
21,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
22,0.8527417452830188,0.6612410986775178,1.0,1.0,0.2649054713910104,-0.18458249496981893,-0.1583577712609971,-0.11725207061435693,-0.10454602615694164,[0.89899764],0.12400003195010284
