age,campaign,contact,day_of_week,decision,default,duration,education,emp.var.rate,housing,job,loan,marital,month,pdays,poutcome,previous
0,39,cellular,tue,1,no,4930,basic.6y,-3,no,admin.,no,divorced,jul,299,failure,0
1,39,cellular,tue,1,no,4930,basic.6y,-3,no,admin.,no,divorced,jul,299,failure,0
0,39,cellular,mon,1,no,4845,basic.4y,-3,no,admin.,no,divorced,jul,282,failure,0
1,39,cellular,mon,1,no,4845,basic.4y,-3,no,admin.,no,divorced,jul,282,failure,0
0,39,cellular,tue,1,no,4930,basic.6y,-3,no,self-employed,no,divorced,jan,299,failure,0
1,39,cellular,tue,1,no,4930,basic.6y,-3,no,self-employed,no,divorced,jan,299,failure,0
0,39,cellular,wed,1,no,4946,basic.9y,-2,no,blue-collar,no,married,feb,302,nonexistent,2
1,39,cellular,wed,1,no,4946,basic.9y,-2,no,blue-collar,no,married,feb,302,nonexistent,2
0,39,cellular,tue,0,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,feb,284,failure,1
1,39,cellular,tue,0,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,feb,284,failure,1
0,39,cellular,tue,0,no,4774,basic.6y,-3,no,admin.,no,divorced,jan,283,failure,0
1,39,cellular,tue,0,no,4774,basic.6y,-3,no,admin.,no,divorced,jan,283,failure,0
0,39,cellular,tue,0,no,4860,basic.6y,-3,no,blue-collar,no,divorced,jul,253,failure,0
1,39,cellular,tue,0,no,4860,basic.6y,-3,no,blue-collar,no,divorced,jul,253,failure,0
0,40,telephone,thu,1,unknown,4922,high.school,-1,unknown,retired,unknown,married,apr,265,nonexistent,3
1,40,telephone,thu,1,unknown,4922,high.school,-1,unknown,retired,unknown,married,apr,265,nonexistent,3
0,39,cellular,tue,1,no,4704,basic.6y,-3,no,blue-collar,no,divorced,jan,253,failure,0
1,39,cellular,tue,1,no,4704,basic.6y,-3,no,blue-collar,no,divorced,jan,253,failure,0
0,33,cellular,tue,0,no,4860,basic.6y,-3,no,admin.,no,divorced,jul,330,failure,0
1,33,cellular,tue,0,no,4860,basic.6y,-3,no,admin.,no,divorced,jul,330,failure,0
0,36,cellular,wed,1,no,4868,basic.9y,-2,no,blue-collar,no,married,aug,323,nonexistent,2
1,36,cellular,wed,1,no,4868,basic.9y,-2,no,blue-collar,no,married,aug,323,nonexistent,2
0,37,telephone,fri,1,unknown,4891,illiterate,-1,unknown,housemaid,unknown,married,aug,317,nonexistent,4
1,37,telephone,fri,1,unknown,4891,illiterate,-1,unknown,housemaid,unknown,married,aug,317,nonexistent,4
0,33,cellular,tue,1,no,4938,basic.6y,-3,no,services,no,divorced,jul,322,failure,1
