age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,3375,1,Guatemala,0.561107,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,3375,1,Guatemala,0.352354,NEGATIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,1,Guatemala,0.636428,POSITIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,1,Guatemala,0.481830,NEGATIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,92500,326,2,Nicaragua,0.689982,POSITIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,92500,326,2,Nicaragua,0.486420,NEGATIVE
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,92500,326,2,Nicaragua,0.665065,POSITIVE
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,92500,326,2,Nicaragua,0.457995,NEGATIVE
90,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,87500,2504,1,Nicaragua,0.607371,POSITIVE
90,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,87500,2504,1,Nicaragua,0.396977,NEGATIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,77500,2504,2,Nicaragua,0.553587,POSITIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,77500,2504,2,Nicaragua,0.345429,NEGATIVE
79,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,87500,2504,2,Nicaragua,0.691681,POSITIVE
79,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,87500,2504,2,Nicaragua,0.488408,NEGATIVE
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,77500,2504,2,Nicaragua,0.525247,POSITIVE
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,77500,2504,2,Nicaragua,0.320107,NEGATIVE
