age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,95,Peru,0.315303,NEGATIVE
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,95,Peru,0.695101,POSITIVE
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,88,El-Salvador,0.478350,NEGATIVE
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,88,El-Salvador,0.819489,POSITIVE
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,95,El-Salvador,0.455578,NEGATIVE
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,95,El-Salvador,0.798257,POSITIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,85,Peru,0.186350,NEGATIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,85,Peru,0.529021,POSITIVE
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,95,Peru,0.199829,NEGATIVE
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,95,Peru,0.541459,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Female,97500,4029,97,Peru,0.286202,NEGATIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Male,97500,4029,97,Peru,0.654681,POSITIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,4247,86,Hong,0.489292,NEGATIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,4247,86,Hong,0.825878,POSITIVE
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,97500,2722,95,El-Salvador,0.316158,NEGATIVE
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,97500,2722,95,El-Salvador,0.667183,POSITIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,97500,2940,84,Trinadad&Tobago,0.438698,NEGATIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,97500,2940,84,Trinadad&Tobago,0.794631,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,2940,85,Peru,0.371112,NEGATIVE
