age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,65,Vietnam,0.491169,NEGATIVE
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,65,Vietnam,0.511691,POSITIVE
97,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,3811,67,Japan,0.494305,NEGATIVE
97,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,3811,67,Japan,0.514825,POSITIVE
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,4029,65,Greece,0.498216,NEGATIVE
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,4029,65,Greece,0.518732,POSITIVE
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,68,Greece,0.488969,NEGATIVE
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,68,Greece,0.509492,POSITIVE
85,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,97500,3593,65,India,0.490601,NEGATIVE
85,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,97500,3593,65,India,0.511123,POSITIVE
71,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Other,Female,92500,3158,65,Canada,0.494848,NEGATIVE
71,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Other,Male,92500,3158,65,Canada,0.515368,POSITIVE
75,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,65,Japan,0.495110,NEGATIVE
75,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,65,Japan,0.515630,POSITIVE
64,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Other,Female,97500,3811,67,Japan,0.483424,NEGATIVE
64,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,97500,3811,67,Japan,0.503943,POSITIVE
98,State-gov,Assoc-voc,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,62,Hong,0.484326,NEGATIVE
98,State-gov,Assoc-voc,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,62,Hong,0.504846,POSITIVE
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,62,Columbia,0.483630,NEGATIVE
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,62,Columbia,0.504150,POSITIVE
81,Self-emp-inc,Prof-school,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,92500,2940,59,Ireland,0.481820,NEGATIVE
81,Self-emp-inc,Prof-school,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,92500,2940,59,Ireland,0.502336,POSITIVE
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,97500,3593,59,Taiwan,0.489987,NEGATIVE
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,97500,3593,59,Taiwan,0.510508,POSITIVE
93,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,92500,3158,53,Peru,0.488099,NEGATIVE
93,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,92500,3158,53,Peru,0.508622,POSITIVE
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,56,Scotland,0.484613,NEGATIVE
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,56,Scotland,0.505133,POSITIVE
84,Local-gov,12th,13,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,56,Peru,0.487683,NEGATIVE
84,Local-gov,12th,13,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,56,Peru,0.508206,POSITIVE
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,92500,2504,51,Guatemala,0.480924,NEGATIVE
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,92500,2504,51,Guatemala,0.501439,POSITIVE
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,97500,1197,52,El-Salvador,0.494467,NEGATIVE
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,97500,1197,52,El-Salvador,0.514988,POSITIVE
