age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
33,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Female,62500,980,3,Scotland,0.896665,POSITIVE
33,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Male,62500,980,3,Scotland,0.444276,NEGATIVE
34,Self-emp-inc,1st-4th,2,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,62500,1851,5,Peru,0.882764,POSITIVE
34,Self-emp-inc,1st-4th,2,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,62500,1851,5,Peru,0.435435,NEGATIVE
34,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Female,52500,544,2,Nicaragua,0.583662,POSITIVE
34,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Male,52500,544,2,Nicaragua,0.189277,NEGATIVE
39,Private,Bachelors,1,Widowed,Machine-op-inspct,Not-in-family,Other,Female,52500,108,1,Guatemala,0.836291,POSITIVE
39,Private,Bachelors,1,Widowed,Machine-op-inspct,Not-in-family,Other,Male,52500,108,1,Guatemala,0.348121,NEGATIVE
34,Self-emp-inc,11th,1,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,52500,1415,4,Thailand,0.672033,POSITIVE
34,Self-emp-inc,11th,1,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,52500,1415,4,Thailand,0.253097,NEGATIVE
34,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,White,Female,52500,544,2,Nicaragua,0.926507,POSITIVE
34,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,White,Male,52500,544,2,Nicaragua,0.457639,NEGATIVE
36,Self-emp-inc,11th,1,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,52500,1415,4,Thailand,0.909155,POSITIVE
36,Self-emp-inc,11th,1,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Male,52500,1415,4,Thailand,0.479719,NEGATIVE
29,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,67500,1851,5,Peru,0.924462,POSITIVE
29,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,67500,1851,5,Peru,0.373650,NEGATIVE
24,Federal-gov,10th,2,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,72500,2286,7,Peru,0.829048,POSITIVE
24,Federal-gov,10th,2,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,72500,2286,7,Peru,0.190000,NEGATIVE
30,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,72500,3811,11,Holand-Netherlands,0.924887,POSITIVE
30,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,72500,3811,11,Holand-Netherlands,0.402511,NEGATIVE
19,State-gov,5th-6th,3,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,72500,3811,11,Hong,0.715914,POSITIVE
19,State-gov,5th-6th,3,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,72500,3811,11,Hong,0.120740,NEGATIVE
19,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Other-relative,Black,Female,72500,3811,11,Hong,0.912531,POSITIVE
19,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,72500,3811,11,Hong,0.353884,NEGATIVE
25,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,62500,1851,5,Yugoslavia,0.896833,POSITIVE
25,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,62500,1851,5,Yugoslavia,0.409203,NEGATIVE
