age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,27500,762,97,Haiti,0.669514,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,27500,762,97,Haiti,0.499956,NEGATIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,27500,980,98,Columbia,0.481689,NEGATIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,27500,980,98,Columbia,0.575322,POSITIVE
98,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,27500,980,98,Vietnam,0.487445,NEGATIVE
98,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,27500,980,98,Vietnam,0.570061,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,27500,1851,97,Japan,0.475255,NEGATIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,27500,1851,97,Japan,0.569427,POSITIVE
95,Local-gov,12th,5,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,27500,544,95,Outlying-US(Guam-USVI-etc),0.496662,NEGATIVE
95,Local-gov,12th,5,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,27500,544,95,Outlying-US(Guam-USVI-etc),0.588938,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,27500,762,85,Jamaica,0.707735,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,27500,762,85,Jamaica,0.496290,NEGATIVE
98,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,27500,980,86,Greece,0.482368,NEGATIVE
98,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,27500,980,86,Greece,0.564855,POSITIVE
97,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Female,27500,762,97,Jamaica,0.477966,NEGATIVE
97,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Male,27500,762,97,Jamaica,0.571914,POSITIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Female,27500,762,96,India,0.472709,NEGATIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Male,27500,762,96,India,0.567086,POSITIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,27500,980,86,Vietnam,0.476536,NEGATIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,27500,980,86,Vietnam,0.570602,POSITIVE
97,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Female,27500,762,85,Japan,0.472173,NEGATIVE
97,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Male,27500,762,85,Japan,0.566593,POSITIVE
87,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,27500,980,98,Vietnam,0.949387,POSITIVE
87,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,27500,980,98,Vietnam,0.465203,NEGATIVE
84,Federal-gov,7th-8th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,27500,544,94,Germany,0.483046,NEGATIVE
84,Federal-gov,7th-8th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,27500,544,94,Germany,0.569726,POSITIVE
87,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,27500,980,86,Greece,0.949387,POSITIVE
87,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,27500,980,86,Greece,0.460149,NEGATIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,27500,980,98,Vietnam,0.487960,NEGATIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,27500,980,98,Vietnam,0.573347,POSITIVE
86,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Female,27500,762,97,Japan,0.474784,NEGATIVE
86,State-gov,10th,3,Never-married,Transport-moving,Unmarried,Other,Male,27500,762,97,Japan,0.568994,POSITIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,27500,980,86,Greece,0.482882,NEGATIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,27500,980,86,Greece,0.568151,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,27500,762,72,Japan,0.867238,POSITIVE
97,State-gov,10th,3,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,27500,762,72,Japan,0.494764,NEGATIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,27500,980,73,Greece,0.475471,NEGATIVE
98,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,27500,980,73,Greece,0.568200,POSITIVE
99,State-gov,10th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,22500,2940,97,Haiti,0.493368,NEGATIVE
99,State-gov,10th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,22500,2940,97,Haiti,0.544016,POSITIVE
90,Private,Bachelors,1,Widowed,Tech-support,Unmarried,White,Female,22500,2286,89,Portugal,0.428379,NEGATIVE
90,Private,Bachelors,1,Widowed,Tech-support,Unmarried,White,Male,22500,2286,89,Portugal,0.521972,POSITIVE
97,Self-emp-inc,Prof-school,1,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,22500,2504,79,Thailand,0.950350,POSITIVE
97,Self-emp-inc,Prof-school,1,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,22500,2504,79,Thailand,0.486226,NEGATIVE
96,Local-gov,Masters,3,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,22500,4029,84,Taiwan,0.952007,POSITIVE
96,Local-gov,Masters,3,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,22500,4029,84,Taiwan,0.471452,NEGATIVE
93,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,80,Laos,0.879671,POSITIVE
93,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,80,Laos,0.476744,NEGATIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Female,22500,4029,96,Trinadad&Tobago,0.492970,NEGATIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Male,22500,4029,96,Trinadad&Tobago,0.574446,POSITIVE
95,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,94,El-Salvador,0.492308,NEGATIVE
95,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,94,El-Salvador,0.584993,POSITIVE
97,State-gov,10th,6,Never-married,Transport-moving,Unmarried,Other,Female,22500,3811,97,Haiti,0.497294,NEGATIVE
97,State-gov,10th,6,Never-married,Transport-moving,Unmarried,Other,Male,22500,3811,97,Haiti,0.589509,POSITIVE
95,Local-gov,12th,2,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,83,El-Salvador,0.505688,POSITIVE
95,Local-gov,12th,2,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,83,El-Salvador,0.496250,NEGATIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Female,22500,4029,84,Taiwan,0.489926,NEGATIVE
96,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Male,22500,4029,84,Taiwan,0.570423,POSITIVE
95,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,82,Ecuador,0.488674,NEGATIVE
95,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,82,Ecuador,0.581691,POSITIVE
82,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,93,Laos,0.950177,POSITIVE
82,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,93,Laos,0.486019,NEGATIVE
85,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Female,22500,2940,96,Trinadad&Tobago,0.862257,POSITIVE
85,Local-gov,Masters,3,Never-married,Farming-fishing,Unmarried,Other,Male,22500,2940,96,Trinadad&Tobago,0.455906,NEGATIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Female,22500,4247,98,Columbia,0.553094,POSITIVE
87,State-gov,Doctorate,3,Separated,Protective-serv,Unmarried,Black,Male,22500,4247,98,Columbia,0.482034,NEGATIVE
84,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,94,Ecuador,0.497946,NEGATIVE
84,Federal-gov,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,94,Ecuador,0.583030,POSITIVE
84,Local-gov,12th,2,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,2722,83,Ecuador,0.916795,POSITIVE
84,Local-gov,12th,2,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,2722,83,Ecuador,0.499290,NEGATIVE
91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,17500,3593,91,Scotland,0.465690,NEGATIVE
91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Unmarried,Asian-Pac-Islander,Male,17500,3593,91,Scotland,0.547241,POSITIVE
90,Private,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,17500,3375,89,Portugal,0.487030,NEGATIVE
90,Private,Bachelors,13,Widowed,Tech-support,Unmarried,White,Male,17500,3375,89,Portugal,0.580195,POSITIVE
97,State-gov,10th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,17500,3811,85,El-Salvador,0.671036,POSITIVE
97,State-gov,10th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,17500,3811,85,El-Salvador,0.307948,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,3375,90,Nicaragua,0.481300,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,3375,90,Nicaragua,0.574966,POSITIVE
90,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,2286,90,Nicaragua,0.473236,NEGATIVE
90,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,2286,90,Nicaragua,0.567571,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Unmarried,White,Female,17500,3375,89,Portugal,0.458755,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Unmarried,White,Male,17500,3375,89,Portugal,0.554182,POSITIVE
90,Private,Bachelors,13,Married-civ-spouse,Tech-support,Unmarried,White,Female,17500,2286,89,Portugal,0.469520,NEGATIVE
90,Private,Bachelors,13,Married-civ-spouse,Tech-support,Unmarried,White,Male,17500,2286,89,Portugal,0.564148,POSITIVE
92,Self-emp-inc,Prof-school,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,17500,3593,79,Thailand,0.472662,NEGATIVE
92,Self-emp-inc,Prof-school,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,17500,3593,79,Thailand,0.566750,POSITIVE
91,Self-emp-not-inc,HS-grad,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,17500,2504,78,Scotland,0.474472,NEGATIVE
91,Self-emp-not-inc,HS-grad,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,17500,2504,78,Scotland,0.568707,POSITIVE
90,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,3375,77,Ireland,0.479195,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,3375,77,Ireland,0.573040,POSITIVE
90,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,2286,77,Ireland,0.471135,NEGATIVE
90,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,2286,77,Ireland,0.565637,POSITIVE
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,17500,2722,80,Laos,0.559820,POSITIVE
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Unmarried,Asian-Pac-Islander,Male,17500,2722,80,Laos,0.341653,NEGATIVE
81,Self-emp-inc,Prof-school,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,17500,3593,92,Thailand,0.481310,NEGATIVE
81,Self-emp-inc,Prof-school,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,17500,3593,92,Thailand,0.567401,POSITIVE
80,Self-emp-not-inc,HS-grad,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,17500,2504,91,Scotland,0.474799,NEGATIVE
80,Self-emp-not-inc,HS-grad,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,17500,2504,91,Scotland,0.569008,POSITIVE
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,3375,90,Ireland,0.479141,NEGATIVE
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,3375,90,Ireland,0.572991,POSITIVE
79,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,17500,2286,90,Ireland,0.471081,NEGATIVE
79,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,17500,2286,90,Ireland,0.565588,POSITIVE
84,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,17500,3375,83,Nicaragua,0.571198,POSITIVE
84,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,17500,3375,83,Nicaragua,0.441980,NEGATIVE
92,Local-gov,12th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,17500,3811,83,El-Salvador,0.529199,POSITIVE
92,Local-gov,12th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,17500,3811,83,El-Salvador,0.206224,NEGATIVE
94,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,17500,4247,86,Hong,0.505768,POSITIVE
94,State-gov,Doctorate,3,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,17500,4247,86,Hong,0.121728,NEGATIVE
87,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,17500,4029,97,Peru,0.526141,POSITIVE
87,State-gov,Doctorate,7,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,17500,4029,97,Peru,0.154356,NEGATIVE
79,Private,Bachelors,5,Married-civ-spouse,Tech-support,Unmarried,White,Female,17500,3375,76,Guatemala,0.452687,NEGATIVE
79,Private,Bachelors,5,Married-civ-spouse,Tech-support,Unmarried,White,Male,17500,3375,76,Guatemala,0.518135,POSITIVE
90,Private,Bachelors,9,Widowed,Tech-support,Unmarried,White,Female,22500,108,89,Portugal,0.445822,NEGATIVE
90,Private,Bachelors,9,Widowed,Tech-support,Unmarried,White,Male,22500,108,89,Portugal,0.542103,POSITIVE
93,Self-emp-inc,Assoc-voc,10,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22500,544,80,Yugoslavia,0.952175,POSITIVE
93,Self-emp-inc,Assoc-voc,10,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,22500,544,80,Yugoslavia,0.494608,NEGATIVE
96,Local-gov,Masters,11,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,22500,1851,84,Taiwan,0.924813,POSITIVE
96,Local-gov,Masters,11,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,22500,1851,84,Taiwan,0.471419,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Unmarried,White,Female,22500,108,77,Ireland,0.496397,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Unmarried,White,Male,22500,108,77,Ireland,0.564760,POSITIVE
97,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Female,22500,1851,97,Peru,0.457431,NEGATIVE
97,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Male,22500,1851,97,Peru,0.550549,POSITIVE
95,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,544,95,El-Salvador,0.485219,NEGATIVE
95,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,544,95,El-Salvador,0.578545,POSITIVE
95,Local-gov,12th,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,1633,95,Ecuador,0.498635,NEGATIVE
95,Local-gov,12th,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,1633,95,Ecuador,0.590721,POSITIVE
93,Self-emp-inc,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22500,544,93,Laos,0.491320,NEGATIVE
93,Self-emp-inc,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,22500,544,93,Laos,0.584096,POSITIVE
95,Federal-gov,7th-8th,10,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,22500,544,82,El-Salvador,0.477715,NEGATIVE
95,Federal-gov,7th-8th,10,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,22500,544,82,El-Salvador,0.562025,POSITIVE
97,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Female,22500,1851,85,Haiti,0.453795,NEGATIVE
97,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Male,22500,1851,85,Haiti,0.546125,POSITIVE
95,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,544,83,Ecuador,0.481207,NEGATIVE
95,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,544,83,Ecuador,0.574881,POSITIVE
87,State-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,22500,980,98,Hong,0.950734,POSITIVE
87,State-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,22500,980,98,Hong,0.482418,NEGATIVE
85,Local-gov,Masters,11,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,22500,1851,96,Taiwan,0.951626,POSITIVE
85,Local-gov,Masters,11,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,22500,1851,96,Taiwan,0.482548,NEGATIVE
82,Self-emp-inc,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22500,544,93,Laos,0.711036,POSITIVE
82,Self-emp-inc,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,22500,544,93,Laos,0.496297,NEGATIVE
87,State-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,22500,980,86,Columbia,0.951007,POSITIVE
87,State-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,22500,980,86,Columbia,0.498177,NEGATIVE
84,Local-gov,12th,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,544,95,El-Salvador,0.468627,NEGATIVE
84,Local-gov,12th,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,544,95,El-Salvador,0.519214,POSITIVE
86,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Female,22500,1851,97,Haiti,0.465493,NEGATIVE
86,State-gov,10th,11,Never-married,Transport-moving,Unmarried,Other,Male,22500,1851,97,Haiti,0.548549,POSITIVE
84,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,22500,544,95,Ecuador,0.483059,NEGATIVE
84,Local-gov,12th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,22500,544,95,Ecuador,0.576574,POSITIVE
