age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,95,Peru,0
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,95,Peru,1
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,88,El-Salvador,0
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,88,El-Salvador,1
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,95,El-Salvador,0
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,95,El-Salvador,1
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,85,Peru,0
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,85,Peru,1
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,95,Peru,0
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,95,Peru,1
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Female,97500,4029,97,Peru,0
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Male,97500,4029,97,Peru,1
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,4247,86,Hong,0
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,4247,86,Hong,1
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,97500,2722,95,El-Salvador,0
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,97500,2722,95,El-Salvador,1
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,97500,2940,84,Trinadad&Tobago,0
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,97500,2940,84,Trinadad&Tobago,1
91,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,2940,85,Peru,0
91,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Male,97500,2940,85,Peru,1
97,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,4247,98,Holand-Netherlands,0
97,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,4247,98,Holand-Netherlands,1
86,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,97500,2940,96,Hong,0
86,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,97500,2940,96,Hong,1
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,98,Yugoslavia,0
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,98,Yugoslavia,1
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,2940,97,Peru,0
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Husband,Other,Male,97500,2940,97,Peru,1
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,86,Hong,0
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,86,Hong,1
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Female,97500,4029,97,Peru,0
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,97500,4029,97,Peru,1
95,Federal-gov,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,97500,4247,98,Hong,0
95,Federal-gov,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,97500,4247,98,Hong,1
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,4247,86,Holand-Netherlands,0
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,4247,86,Holand-Netherlands,1
78,Federal-gov,10th,10,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,94,El-Salvador,0
78,Federal-gov,10th,10,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,94,El-Salvador,1
91,Self-emp-not-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Female,97500,2940,97,Peru,0
91,Self-emp-not-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,97500,2940,97,Peru,1
86,Self-emp-inc,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,2940,96,Trinadad&Tobago,0
86,Self-emp-inc,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,2940,96,Trinadad&Tobago,1
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,85,Peru,0
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,85,Peru,1
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,98,Holand-Netherlands,0
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,98,Holand-Netherlands,1
91,Self-emp-inc,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,97,Peru,0
91,Self-emp-inc,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,97,Peru,1
95,Federal-gov,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,3158,86,Hong,0
95,Federal-gov,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,3158,86,Hong,1
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,97,Haiti,0
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,97,Haiti,1
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,4247,86,Hungary,0
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,4247,86,Hungary,1
82,State-gov,10th,10,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,95,Ecuador,0
82,State-gov,10th,10,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,95,Ecuador,1
86,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,2940,96,Taiwan,0
86,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,2940,96,Taiwan,1
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,85,Haiti,0
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,85,Haiti,1
