age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
90,92500,108,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,92500,108,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,1197,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,92500,1197,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
79,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
90,92500,108,1,Bachelors,1,51,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,92500,108,1,Bachelors,1,51,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
79,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,1197,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,1197,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
68,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,64,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
56,92500,108,1,Bachelors,1,51,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
90,87500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,87500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,87500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,87500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,87500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,87500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,9,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,9,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,9,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,9,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,9,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,9,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,9,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,9,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,1,76,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,1,76,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,87500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,87500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,87500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,87500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,87500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,87500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,87500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
90,87500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,87500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,87500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,9,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,9,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,9,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,9,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,9,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
79,77500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Female,Private
79,77500,2286,1,Bachelors,1,51,Widowed,El-Salvador,Tech-support,White,Wife,Male,Private
90,77500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Female,Private
90,77500,2286,1,Bachelors,1,51,Married-civ-spouse,El-Salvador,Tech-support,White,Wife,Male,Private
