age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
79,52500,3375,0,7th-8th,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Local-gov
79,52500,3375,0,7th-8th,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Local-gov
81,52500,2286,0,12th,1,90,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Female,Local-gov
81,52500,2286,0,12th,1,90,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Male,Local-gov
58,52500,2286,0,12th,1,90,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Female,Local-gov
58,52500,2286,0,12th,1,90,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Male,Local-gov
69,52500,3593,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Local-gov
69,52500,3593,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Local-gov
59,52500,3593,1,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Female,State-gov
59,52500,3593,1,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Male,State-gov
64,62500,2722,1,1st-4th,3,93,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Female,State-gov
64,62500,2722,1,1st-4th,3,93,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Male,State-gov
62,52500,2504,1,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Own-child,Female,State-gov
62,52500,2504,1,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Own-child,Male,State-gov
69,52500,2504,1,Some-college,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Local-gov
69,52500,2504,1,Some-college,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Local-gov
56,52500,3375,0,7th-8th,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Local-gov
56,52500,3375,0,7th-8th,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Local-gov
71,52500,2722,0,1st-4th,3,80,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Female,State-gov
71,52500,2722,0,1st-4th,3,80,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Male,State-gov
56,52500,2286,0,7th-8th,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Local-gov
56,52500,2286,0,7th-8th,1,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Local-gov
60,52500,2504,0,Some-college,2,78,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Local-gov
60,52500,2504,0,Some-college,2,78,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Local-gov
58,67500,1415,1,12th,1,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Local-gov
58,67500,1415,1,12th,1,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Local-gov
60,52500,1415,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
60,52500,1415,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
62,62500,326,0,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Female,State-gov
62,62500,326,0,Masters,3,92,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Male,State-gov
67,57500,544,1,10th,2,94,Never-married,El-Salvador,Sales,Amer-Indian-Eskimo,Other-relative,Female,State-gov
67,57500,544,1,10th,2,94,Never-married,El-Salvador,Sales,Amer-Indian-Eskimo,Other-relative,Male,State-gov
60,62500,1415,0,12th,1,78,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Local-gov
60,62500,1415,0,12th,1,78,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Local-gov
70,52500,1415,0,Masters,3,79,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Female,State-gov
70,52500,1415,0,Masters,3,79,Divorced,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Male,State-gov
60,52500,544,0,1st-4th,3,80,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Female,State-gov
60,52500,544,0,1st-4th,3,80,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Male,State-gov
58,52500,108,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Female,Local-gov
58,52500,108,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Male,Local-gov
67,57500,1633,1,Prof-school,4,94,Never-married,El-Salvador,Sales,Amer-Indian-Eskimo,Other-relative,Female,State-gov
67,57500,1633,1,Prof-school,4,94,Never-married,El-Salvador,Sales,Amer-Indian-Eskimo,Other-relative,Male,State-gov
56,52500,1197,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Local-gov
56,52500,1197,1,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Local-gov
56,52500,108,0,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Local-gov
56,52500,108,0,Bachelors,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Local-gov
64,52500,1633,0,HS-grad,3,80,Divorced,Yugoslavia,Other-service,Amer-Indian-Eskimo,Other-relative,Female,State-gov
