age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
90,17500,108,1,7th-8th,1,89,Widowed,Guatemala,Tech-support,White,Not-in-family,Female,Private
90,17500,108,1,7th-8th,1,89,Widowed,Guatemala,Tech-support,White,Not-in-family,Male,Private
90,17500,108,0,7th-8th,1,89,Married-civ-spouse,Guatemala,Machine-op-inspct,White,Not-in-family,Female,Private
90,17500,108,0,7th-8th,1,89,Married-civ-spouse,Guatemala,Machine-op-inspct,White,Not-in-family,Male,Private
91,17500,326,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,326,0,12th,2,91,Divorced,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
87,17500,980,1,5th-6th,3,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Female,State-gov
87,17500,980,1,5th-6th,3,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Male,State-gov
79,17500,108,1,7th-8th,1,89,Married-civ-spouse,El-Salvador,Machine-op-inspct,White,Not-in-family,Female,Private
79,17500,108,1,7th-8th,1,89,Married-civ-spouse,El-Salvador,Machine-op-inspct,White,Not-in-family,Male,Private
90,17500,108,0,Bachelors,1,89,Widowed,Guatemala,Tech-support,White,Not-in-family,Female,Private
90,17500,108,0,Bachelors,1,89,Widowed,Guatemala,Tech-support,White,Not-in-family,Male,Private
91,17500,326,1,Some-college,1,91,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,326,1,Some-college,1,91,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
90,17500,326,0,12th,1,77,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
90,17500,326,0,12th,1,77,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
91,17500,544,1,12th,2,78,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,544,1,12th,2,78,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
90,17500,1197,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
90,17500,1197,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
79,17500,108,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
79,17500,108,1,12th,1,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
91,17500,326,0,Some-college,1,83,Widowed,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,326,0,Some-college,1,83,Widowed,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
91,17500,544,0,Some-college,2,78,Divorced,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,544,0,Some-college,2,78,Divorced,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
79,17500,108,1,Bachelors,1,76,Widowed,Guatemala,Machine-op-inspct,White,Not-in-family,Female,Private
79,17500,108,1,Bachelors,1,76,Widowed,Guatemala,Machine-op-inspct,White,Not-in-family,Male,Private
79,17500,108,1,Bachelors,1,83,Married-civ-spouse,Guatemala,Machine-op-inspct,White,Not-in-family,Female,Private
79,17500,108,1,Bachelors,1,83,Married-civ-spouse,Guatemala,Machine-op-inspct,White,Not-in-family,Male,Private
90,17500,108,1,7th-8th,1,89,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Female,Private
90,17500,108,1,7th-8th,1,89,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Male,Private
84,17500,544,1,10th,2,94,Married-spouse-absent,Ecuador,Transport-moving,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
84,17500,544,1,10th,2,94,Married-spouse-absent,Ecuador,Transport-moving,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
84,17500,544,1,10th,2,94,Married-spouse-absent,Ecuador,Sales,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
84,17500,544,1,10th,2,94,Married-spouse-absent,Ecuador,Sales,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
90,17500,108,0,Bachelors,1,89,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Female,Private
90,17500,108,0,Bachelors,1,89,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Male,Private
90,17500,326,0,12th,1,77,Divorced,Ireland,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
90,17500,326,0,12th,1,77,Divorced,Ireland,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
79,17500,108,1,7th-8th,1,76,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Female,Private
79,17500,108,1,7th-8th,1,76,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Male,Private
90,17500,326,1,Some-college,1,77,Widowed,Ireland,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
90,17500,326,1,Some-college,1,77,Widowed,Ireland,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
91,17500,326,0,Some-college,1,77,Divorced,France,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,326,0,Some-college,1,77,Divorced,France,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
91,17500,326,0,Some-college,2,78,Divorced,France,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,17500,326,0,Some-college,2,78,Divorced,France,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
79,17500,108,1,Bachelors,1,76,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Female,Private
79,17500,108,1,Bachelors,1,76,Married-civ-spouse,Portugal,Tech-support,White,Not-in-family,Male,Private
89,7500,3375,0,10th,12,94,Married-spouse-absent,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
89,7500,3375,0,10th,12,94,Married-spouse-absent,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
87,2500,3158,1,1st-4th,11,93,Divorced,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Female,Self-emp-inc
87,2500,3158,1,1st-4th,11,93,Divorced,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-inc
93,2500,3158,1,HS-grad,11,93,Married-spouse-absent,Yugoslavia,Farming-fishing,Amer-Indian-Eskimo,Other-relative,Female,Self-emp-inc
93,2500,3158,1,HS-grad,11,93,Married-spouse-absent,Yugoslavia,Farming-fishing,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-inc
92,2500,3593,0,11th,9,92,Married-spouse-absent,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Female,Self-emp-inc
92,2500,3593,0,11th,9,92,Married-spouse-absent,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc
92,2500,2504,1,11th,13,92,Married-spouse-absent,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Female,Self-emp-inc
92,2500,2504,1,11th,13,92,Married-spouse-absent,Thailand,Other-service,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc
79,2500,3375,0,Some-college,9,90,Widowed,Nicaragua,Adm-clerical,White,Not-in-family,Female,Self-emp-not-inc
79,2500,3375,0,Some-college,9,90,Widowed,Nicaragua,Adm-clerical,White,Not-in-family,Male,Self-emp-not-inc
79,2500,2286,1,Some-college,13,90,Widowed,Nicaragua,Adm-clerical,White,Not-in-family,Female,Self-emp-not-inc
79,2500,2286,1,Some-college,13,90,Widowed,Nicaragua,Adm-clerical,White,Not-in-family,Male,Self-emp-not-inc
79,2500,3375,0,Some-college,9,90,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
79,2500,3375,0,Some-college,9,90,Widowed,Nicaragua,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
90,2500,2286,1,7th-8th,9,89,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,2286,1,7th-8th,9,89,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
90,2500,2286,1,Bachelors,9,89,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,2286,1,Bachelors,9,89,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
90,2500,2286,1,7th-8th,9,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,2286,1,7th-8th,9,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
79,2500,2286,1,Bachelors,9,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,2500,2286,1,Bachelors,9,89,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
79,12500,2286,1,7th-8th,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Female,Private
79,12500,2286,1,7th-8th,1,89,Married-civ-spouse,Guatemala,Tech-support,White,Not-in-family,Male,Private
91,12500,2722,1,Some-college,2,91,Widowed,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,12500,2722,1,Some-college,2,91,Widowed,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
91,12500,2722,1,Some-college,2,91,Widowed,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,12500,2722,1,Some-college,2,91,Widowed,Scotland,Craft-repair,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
91,12500,2722,1,Some-college,2,91,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,12500,2722,1,Some-college,2,91,Divorced,Scotland,Adm-clerical,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
87,7500,4029,1,5th-6th,7,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Female,State-gov
87,7500,4029,1,5th-6th,7,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Male,State-gov
97,7500,4029,0,Assoc-voc,6,97,Married-AF-spouse,Peru,Prof-specialty,Other,Unmarried,Female,State-gov
97,7500,4029,0,Assoc-voc,6,97,Married-AF-spouse,Peru,Prof-specialty,Other,Unmarried,Male,State-gov
97,7500,4029,0,5th-6th,7,98,Separated,Hong,Protective-serv,Black,Unmarried,Female,State-gov
97,7500,4029,0,5th-6th,7,98,Separated,Hong,Protective-serv,Black,Unmarried,Male,State-gov
95,7500,3811,0,Assoc-voc,6,97,Never-married,Peru,Transport-moving,Other,Unmarried,Female,State-gov
95,7500,3811,0,Assoc-voc,6,97,Never-married,Peru,Transport-moving,Other,Unmarried,Male,State-gov
98,12500,3158,0,Assoc-voc,3,98,Married-AF-spouse,Hong,Prof-specialty,Black,Husband,Female,State-gov
98,12500,3158,0,Assoc-voc,3,98,Married-AF-spouse,Hong,Prof-specialty,Black,Husband,Male,State-gov
90,2500,3375,1,7th-8th,5,89,Widowed,Guatemala,Machine-op-inspct,White,Wife,Female,Private
90,2500,3375,1,7th-8th,5,89,Widowed,Guatemala,Machine-op-inspct,White,Wife,Male,Private
90,2500,3375,0,7th-8th,5,89,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,3375,0,7th-8th,5,89,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
87,7500,4029,1,5th-6th,7,98,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Female,State-gov
87,7500,4029,1,5th-6th,7,98,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Male,State-gov
79,2500,3375,1,Bachelors,5,89,Widowed,Guatemala,Machine-op-inspct,White,Wife,Female,Private
79,2500,3375,1,Bachelors,5,89,Widowed,Guatemala,Machine-op-inspct,White,Wife,Male,Private
79,2500,3375,0,Bachelors,5,89,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
79,2500,3375,0,Bachelors,5,89,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
92,2500,3593,0,Masters,5,92,Divorced,Thailand,Farming-fishing,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
92,2500,3593,0,Masters,5,92,Divorced,Thailand,Farming-fishing,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
86,7500,3811,0,5th-6th,6,97,Never-married,Peru,Transport-moving,Other,Husband,Female,State-gov
86,7500,3811,0,5th-6th,6,97,Never-married,Peru,Transport-moving,Other,Husband,Male,State-gov
89,7500,3375,0,Prof-school,4,94,Never-married,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Own-child,Female,Federal-gov
89,7500,3375,0,Prof-school,4,94,Never-married,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Own-child,Male,Federal-gov
87,2500,3158,0,1st-4th,11,80,Married-spouse-absent,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Female,Self-emp-inc
87,2500,3158,0,1st-4th,11,80,Married-spouse-absent,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-inc
83,2500,2722,1,Some-college,10,78,Widowed,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
83,2500,2722,1,Some-college,10,78,Widowed,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
93,2500,3158,1,1st-4th,11,80,Divorced,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Female,Self-emp-inc
93,2500,3158,1,1st-4th,11,80,Divorced,Yugoslavia,Prof-specialty,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-inc
81,2500,2940,0,Masters,11,79,Divorced,Thailand,Exec-managerial,Asian-Pac-Islander,Other-relative,Female,Self-emp-inc
81,2500,2940,0,Masters,11,79,Divorced,Thailand,Exec-managerial,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc
83,2500,2722,0,Some-college,10,78,Divorced,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
83,2500,2722,0,Some-college,10,78,Divorced,Scotland,Sales,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
90,2500,2286,1,7th-8th,9,76,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,2286,1,7th-8th,9,76,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
90,2500,2286,1,Bachelors,9,76,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,2500,2286,1,Bachelors,9,76,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
90,2500,2504,0,12th,9,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2504,0,12th,9,77,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,2500,2286,0,Bachelors,9,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,2500,2286,0,Bachelors,9,76,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
98,12500,3158,0,5th-6th,3,86,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Female,State-gov
98,12500,3158,0,5th-6th,3,86,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Male,State-gov
84,12500,2722,0,10th,2,82,Married-spouse-absent,El-Salvador,Transport-moving,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
