age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
90,2500,2286,0,Bachelors,9,95,Married-AF-spouse,Portugal,Tech-support,White,Wife,Female,Private
90,2500,2286,0,Bachelors,9,95,Married-AF-spouse,Portugal,Tech-support,White,Wife,Male,Private
90,2500,2504,1,Some-college,9,89,Married-AF-spouse,France,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2504,1,Some-college,9,89,Married-AF-spouse,France,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,2500,2504,0,Some-college,9,95,Married-AF-spouse,France,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,2500,2504,0,Some-college,9,95,Married-AF-spouse,France,Craft-repair,White,Wife,Male,Self-emp-not-inc
80,2500,2722,1,HS-grad,9,89,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
80,2500,2722,1,HS-grad,9,89,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
90,2500,108,0,Bachelors,9,89,Widowed,Portugal,Tech-support,White,Wife,Female,Private
90,2500,108,0,Bachelors,9,89,Widowed,Portugal,Tech-support,White,Wife,Male,Private
79,2500,326,0,Some-college,9,90,Widowed,France,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,2500,326,0,Some-college,9,90,Widowed,France,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,2500,2504,1,Some-college,9,95,Married-AF-spouse,England,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2504,1,Some-college,9,95,Married-AF-spouse,England,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,2500,2504,0,Some-college,9,89,Married-AF-spouse,England,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2504,0,Some-college,9,89,Married-AF-spouse,England,Craft-repair,White,Wife,Male,Self-emp-not-inc
80,2500,2722,1,HS-grad,9,95,Married-AF-spouse,Canada,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
80,2500,2722,1,HS-grad,9,95,Married-AF-spouse,Canada,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
80,2500,2722,0,HS-grad,9,89,Married-AF-spouse,Canada,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
