age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Guatemala,-1.326454,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Guatemala,86.990242,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,76,Guatemala,-0.945211,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,76,Guatemala,84.436035,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,89,Guatemala,-1.017296,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,89,Guatemala,82.373733,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,76,Guatemala,-0.467017,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,76,Guatemala,79.820335,POSITIVE
79,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Female,92500,3375,90,Nicaragua,-0.288036,NEGATIVE
79,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,92500,3375,90,Nicaragua,85.580322,POSITIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,3593,78,Scotland,-0.508178,NEGATIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,3593,78,Scotland,84.257850,POSITIVE
79,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Female,92500,2286,90,Nicaragua,-0.145544,NEGATIVE
79,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,92500,2286,90,Nicaragua,80.963996,POSITIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,2504,78,Scotland,-0.239323,NEGATIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,2504,78,Scotland,79.641975,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Guatemala,-0.281598,NEGATIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Guatemala,81.472343,POSITIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Female,92500,3375,77,Nicaragua,-0.298309,NEGATIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,92500,3375,77,Nicaragua,80.128684,POSITIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Female,92500,2286,90,Nicaragua,-0.363805,NEGATIVE
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,92500,2286,90,Nicaragua,78.046241,POSITIVE
91,Self-emp-not-inc,HS-grad,2,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,2504,78,Scotland,-0.384746,NEGATIVE
91,Self-emp-not-inc,HS-grad,2,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,2504,78,Scotland,76.724456,POSITIVE
80,Self-emp-not-inc,HS-grad,2,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,3593,91,Scotland,-0.045443,NEGATIVE
80,Self-emp-not-inc,HS-grad,2,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,3593,91,Scotland,81.254341,POSITIVE
81,Self-emp-inc,Prof-school,3,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,3593,79,Thailand,-0.070620,NEGATIVE
81,Self-emp-inc,Prof-school,3,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,3593,79,Thailand,79.951065,POSITIVE
81,Self-emp-inc,Prof-school,3,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,2504,92,Thailand,-0.127647,NEGATIVE
81,Self-emp-inc,Prof-school,3,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,2504,92,Thailand,77.829536,POSITIVE
82,Self-emp-inc,Assoc-voc,3,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,92500,2722,80,Yugoslavia,-0.157052,NEGATIVE
82,Self-emp-inc,Assoc-voc,3,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,92500,2722,80,Yugoslavia,76.545852,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Portugal,-2.665937,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Portugal,83.521705,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,76,Portugal,-2.307899,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,76,Portugal,80.968315,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,89,Portugal,-2.502100,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,89,Portugal,78.905357,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,76,Portugal,-2.195843,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,76,Portugal,76.351943,POSITIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Portugal,-1.084807,NEGATIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Portugal,80.920951,POSITIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,76,Portugal,-0.757202,NEGATIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,76,Portugal,78.368103,POSITIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,89,Portugal,-0.942319,NEGATIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,89,Portugal,76.305267,POSITIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,76,Portugal,-0.614714,NEGATIVE
79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,76,Portugal,73.751937,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Portugal,-2.165050,NEGATIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Portugal,78.003379,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,76,Portugal,-1.837444,NEGATIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,76,Portugal,75.449989,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,89,Portugal,-2.022562,NEGATIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,89,Portugal,73.386596,POSITIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,76,Portugal,-1.694956,NEGATIVE
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,76,Portugal,70.833480,POSITIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,89,Portugal,-0.583920,NEGATIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,89,Portugal,75.403907,POSITIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,3375,76,Portugal,-0.256315,NEGATIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,3375,76,Portugal,72.850097,POSITIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,89,Portugal,-0.441430,NEGATIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,89,Portugal,70.787399,POSITIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,76,Portugal,-0.113827,NEGATIVE
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,76,Portugal,68.233322,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,92500,3375,89,Guatemala,-0.944365,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,92500,3375,89,Guatemala,95.631912,POSITIVE
90,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Wife,White,Female,92500,3375,77,Nicaragua,-0.558914,NEGATIVE
90,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Wife,White,Male,92500,3375,77,Nicaragua,94.288505,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,89,Guatemala,-0.801876,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,89,Guatemala,91.015098,POSITIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,76,Guatemala,-0.139856,NEGATIVE
90,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,76,Guatemala,88.461021,POSITIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Wife,Asian-Pac-Islander,Female,92500,3593,91,Scotland,-0.159041,NEGATIVE
80,Self-emp-not-inc,HS-grad,10,Divorced,Sales,Wife,Asian-Pac-Islander,Male,92500,3593,91,Scotland,95.413856,POSITIVE
81,Self-emp-inc,Prof-school,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,92500,3593,79,Thailand,-0.619172,NEGATIVE
81,Self-emp-inc,Prof-school,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,92500,3593,79,Thailand,94.110855,POSITIVE
81,Self-emp-inc,Prof-school,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,92500,2504,92,Thailand,-0.606104,NEGATIVE
