age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,decision
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,95,Peru,-0.775439,NEGATIVE
91,Without-pay,5th-6th,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,95,Peru,0.824080,POSITIVE
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,88,El-Salvador,-0.086653,NEGATIVE
78,State-gov,10th,12,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,88,El-Salvador,1.512890,POSITIVE
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,95,El-Salvador,-0.178156,NEGATIVE
82,State-gov,Prof-school,10,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,95,El-Salvador,1.375437,POSITIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,85,Peru,-1.473899,NEGATIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,85,Peru,0.116217,POSITIVE
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,95,Peru,-1.387360,NEGATIVE
91,Without-pay,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,95,Peru,0.166217,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Female,97500,4029,97,Peru,-0.913898,NEGATIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Husband,Other,Male,97500,4029,97,Peru,0.639682,POSITIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,4247,86,Hong,-0.042837,NEGATIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,4247,86,Hong,1.556695,POSITIVE
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,97500,2722,95,El-Salvador,-0.771484,NEGATIVE
82,State-gov,10th,10,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,97500,2722,95,El-Salvador,0.695474,POSITIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,97500,2940,84,Trinadad&Tobago,-0.246446,NEGATIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,97500,2940,84,Trinadad&Tobago,1.353071,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,2940,85,Peru,-0.527449,NEGATIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Male,97500,2940,85,Peru,0.858693,POSITIVE
97,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,4247,98,Holand-Netherlands,-0.143669,NEGATIVE
97,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,4247,98,Holand-Netherlands,1.409925,POSITIVE
86,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,97500,2940,96,Hong,-0.892543,NEGATIVE
86,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,97500,2940,96,Hong,0.661040,POSITIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,98,Yugoslavia,-0.243877,NEGATIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,98,Yugoslavia,1.309710,POSITIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,2940,97,Peru,-0.228157,NEGATIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Husband,Other,Male,97500,2940,97,Peru,1.126764,POSITIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,86,Hong,-0.599650,NEGATIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,86,Hong,0.953936,POSITIVE
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Female,97500,4029,97,Peru,-0.071743,NEGATIVE
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,97500,4029,97,Peru,1.481849,POSITIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,97500,4247,98,Hong,-1.085438,NEGATIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,97500,4247,98,Hong,0.468148,POSITIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,4247,86,Holand-Netherlands,-0.235560,NEGATIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,4247,86,Holand-Netherlands,1.363967,POSITIVE
78,Federal-gov,10th,10,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,94,El-Salvador,-0.082879,NEGATIVE
78,Federal-gov,10th,10,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,94,El-Salvador,1.470710,POSITIVE
91,Self-emp-not-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Female,97500,2940,97,Peru,-0.152300,NEGATIVE
91,Self-emp-not-inc,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,97500,2940,97,Peru,1.401281,POSITIVE
86,Self-emp-inc,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,2940,96,Trinadad&Tobago,-0.759536,NEGATIVE
86,Self-emp-inc,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,2940,96,Trinadad&Tobago,0.794047,POSITIVE
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,85,Peru,-1.041554,NEGATIVE
91,Self-emp-inc,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,85,Peru,0.532462,POSITIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,98,Holand-Netherlands,-0.250065,NEGATIVE
95,Federal-gov,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,98,Holand-Netherlands,1.303512,POSITIVE
91,Self-emp-inc,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,97,Peru,-0.395089,NEGATIVE
91,Self-emp-inc,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,97,Peru,1.158509,POSITIVE
95,Federal-gov,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,3158,86,Hong,-0.432874,NEGATIVE
95,Federal-gov,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,3158,86,Hong,1.120718,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,4029,97,Haiti,-0.377225,NEGATIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,4029,97,Haiti,1.222302,POSITIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,4247,86,Hungary,-0.065452,NEGATIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,4247,86,Hungary,1.534074,POSITIVE
82,State-gov,10th,10,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,2722,95,Ecuador,-0.619999,NEGATIVE
82,State-gov,10th,10,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,2722,95,Ecuador,0.887589,POSITIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,2940,96,Taiwan,-1.166936,NEGATIVE
86,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,2940,96,Taiwan,0.386582,POSITIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,85,Haiti,-1.100138,NEGATIVE
91,Without-pay,5th-6th,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,85,Haiti,0.453387,POSITIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Female,97500,3158,98,Hungary,-0.009743,NEGATIVE
95,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Husband,Black,Male,97500,3158,98,Hungary,1.531268,POSITIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,97500,2940,97,Haiti,-0.938149,NEGATIVE
91,Without-pay,Assoc-voc,11,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,97500,2940,97,Haiti,0.575795,POSITIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,3158,86,Columbia,-0.098891,NEGATIVE
95,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,3158,86,Columbia,1.454634,POSITIVE
56,Local-gov,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Female,92500,3375,76,Guatemala,-0.119268,NEGATIVE
56,Local-gov,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Male,92500,3375,76,Guatemala,1.097214,POSITIVE
60,Local-gov,12th,5,Widowed,Craft-repair,Not-in-family,White,Female,92500,2286,90,Guatemala,-1.268247,NEGATIVE
60,Local-gov,12th,5,Widowed,Craft-repair,Not-in-family,White,Male,92500,2286,90,Guatemala,0.025932,POSITIVE
64,Local-gov,12th,5,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,2504,78,Scotland,-0.963787,NEGATIVE
64,Local-gov,12th,5,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,2504,78,Scotland,0.376348,POSITIVE
69,State-gov,11th,5,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,3593,92,Thailand,-1.199445,NEGATIVE
69,State-gov,11th,5,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,3593,92,Thailand,0.140748,POSITIVE
64,Local-gov,Some-college,2,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,92500,3593,78,Scotland,-0.611612,NEGATIVE
64,Local-gov,Some-college,2,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Male,92500,3593,78,Scotland,0.558910,POSITIVE
60,Local-gov,Some-college,1,Widowed,Craft-repair,Not-in-family,White,Female,92500,2286,78,Nicaragua,-1.095908,NEGATIVE
60,Local-gov,Some-college,1,Widowed,Craft-repair,Not-in-family,White,Male,92500,2286,78,Nicaragua,0.230318,POSITIVE
73,State-gov,1st-4th,6,Married-spouse-absent,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,92500,3811,93,Yugoslavia,-1.369306,NEGATIVE
73,State-gov,1st-4th,6,Married-spouse-absent,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,92500,3811,93,Yugoslavia,0.023713,POSITIVE
60,Local-gov,12th,1,Widowed,Adm-clerical,Wife,White,Female,92500,3375,90,Nicaragua,-0.732429,NEGATIVE
60,Local-gov,12th,1,Widowed,Adm-clerical,Wife,White,Male,92500,3375,90,Nicaragua,0.607756,POSITIVE
69,State-gov,Masters,3,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,92500,3593,92,Thailand,-0.945397,NEGATIVE
69,State-gov,Masters,3,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Male,92500,3593,92,Thailand,0.394794,POSITIVE
73,State-gov,1st-4th,3,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,92500,3811,80,Yugoslavia,-0.115463,NEGATIVE
73,State-gov,1st-4th,3,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,92500,3811,80,Yugoslavia,1.239606,POSITIVE
78,State-gov,Prof-school,4,Married-spouse-absent,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,97500,3811,88,El-Salvador,-0.126088,NEGATIVE
78,State-gov,Prof-school,4,Married-spouse-absent,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,97500,3811,88,El-Salvador,1.214108,POSITIVE
60,Local-gov,12th,1,Widowed,Craft-repair,Wife,White,Female,92500,2286,90,Nicaragua,-0.011311,NEGATIVE
60,Local-gov,12th,1,Widowed,Craft-repair,Wife,White,Male,92500,2286,90,Nicaragua,1.328889,POSITIVE
69,State-gov,Masters,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,92500,2504,79,Thailand,-0.646162,NEGATIVE
69,State-gov,Masters,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,92500,2504,79,Thailand,0.733716,POSITIVE
73,State-gov,HS-grad,3,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,92500,2722,85,Yugoslavia,-0.231791,NEGATIVE
73,State-gov,HS-grad,3,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,92500,2722,85,Yugoslavia,1.108393,POSITIVE
69,Self-emp-inc,Masters,5,Married-spouse-absent,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,92500,3593,92,Thailand,-0.754610,NEGATIVE
69,Self-emp-inc,Masters,5,Married-spouse-absent,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,92500,3593,92,Thailand,0.798967,POSITIVE
82,Self-emp-not-inc,10th,6,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,95,El-Salvador,-0.824058,NEGATIVE
82,Self-emp-not-inc,10th,6,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,95,El-Salvador,0.729539,POSITIVE
60,Private,12th,1,Widowed,Adm-clerical,Not-in-family,White,Female,92500,3375,90,Nicaragua,-0.771082,NEGATIVE
60,Private,12th,1,Widowed,Adm-clerical,Not-in-family,White,Male,92500,3375,90,Nicaragua,0.586916,POSITIVE
78,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,94,El-Salvador,-0.350710,NEGATIVE
78,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,94,El-Salvador,1.202893,POSITIVE
64,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,92500,3593,91,Scotland,-0.742248,NEGATIVE
64,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,92500,3593,91,Scotland,0.597953,POSITIVE
73,Self-emp-not-inc,1st-4th,3,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,92500,3811,80,Yugoslavia,-0.493638,NEGATIVE
73,Self-emp-not-inc,1st-4th,3,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,92500,3811,80,Yugoslavia,1.059940,POSITIVE
60,Private,12th,1,Widowed,Craft-repair,Not-in-family,White,Female,92500,2286,90,Nicaragua,-0.049956,NEGATIVE
60,Private,12th,1,Widowed,Craft-repair,Not-in-family,White,Male,92500,2286,90,Nicaragua,1.290235,POSITIVE
69,Self-emp-not-inc,Masters,3,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,2504,79,Thailand,-1.168557,NEGATIVE
69,Self-emp-not-inc,Masters,3,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,2504,79,Thailand,0.171632,POSITIVE
73,Self-emp-not-inc,HS-grad,3,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,92500,3811,93,Yugoslavia,-0.761315,NEGATIVE
73,Self-emp-not-inc,HS-grad,3,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,92500,3811,93,Yugoslavia,0.792280,POSITIVE
78,Self-emp-inc,Prof-school,4,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,94,El-Salvador,-0.902746,NEGATIVE
78,Self-emp-inc,Prof-school,4,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,94,El-Salvador,0.650843,POSITIVE
82,Self-emp-inc,Prof-school,5,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,83,El-Salvador,-0.530725,NEGATIVE
82,Self-emp-inc,Prof-school,5,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,83,El-Salvador,1.022874,POSITIVE
86,Self-emp-inc,Assoc-acdm,5,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,4029,84,Trinadad&Tobago,-0.698090,NEGATIVE
86,Self-emp-inc,Assoc-acdm,5,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,4029,84,Trinadad&Tobago,0.855502,POSITIVE
73,Self-emp-not-inc,HS-grad,3,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,92500,2722,85,Yugoslavia,-0.996067,NEGATIVE
73,Self-emp-not-inc,HS-grad,3,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,92500,2722,85,Yugoslavia,0.344119,POSITIVE
