status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A11,0,A32,A48,10666,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499158,NEGATIVE
A11,0,A32,A48,10666,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500325,POSITIVE
A11,11,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499093,NEGATIVE
A11,11,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500260,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,3,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498908,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,3,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500075,POSITIVE
A11,0,A32,A48,10626,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498981,NEGATIVE
A11,0,A32,A48,10626,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500148,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,0.499191,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.500358,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499041,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500208,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,0.499213,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.500380,POSITIVE
A11,41,A32,A48,10509,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499129,NEGATIVE
A11,41,A32,A48,10509,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500295,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,3,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498852,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,3,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500019,POSITIVE
A11,51,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499141,NEGATIVE
A11,51,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500308,POSITIVE
A11,41,A32,A48,10470,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498925,NEGATIVE
A11,41,A32,A48,10470,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500092,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,0.499136,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.500302,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498985,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500152,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,0.499157,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.500324,POSITIVE
A11,21,A32,A48,10587,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499105,NEGATIVE
A11,21,A32,A48,10587,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500272,POSITIVE
A11,31,A32,A48,10548,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.499117,NEGATIVE
A11,31,A32,A48,10548,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500284,POSITIVE
A11,21,A32,A48,10548,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,0.498902,NEGATIVE
A11,21,A32,A48,10548,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.500069,POSITIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,0.499112,NEGATIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.500279,POSITIVE
