status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A12,66,A32,A48,19563,A63,A73,1,A103,1,A122,0,A142,A152,1,A173,1,A191,A202,A91,0.483985,NEGATIVE
A12,66,A32,A48,19563,A63,A73,1,A103,1,A122,1,A142,A152,1,A173,1,A191,A202,A91,0.502691,POSITIVE
A11,64,A32,A48,18875,A63,A73,1,A103,1,A121,0,A141,A151,1,A173,1,A191,A202,A91,0.489081,NEGATIVE
A11,64,A32,A48,18875,A63,A73,1,A103,1,A121,1,A141,A151,1,A173,1,A191,A202,A91,0.507815,POSITIVE
A12,70,A31,A49,19688,A63,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0.483501,NEGATIVE
A12,70,A31,A49,19688,A63,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,0.502241,POSITIVE
A12,68,A30,A48,19000,A63,A73,2,A103,2,A122,0,A142,A152,2,A173,1,A191,A202,A91,0.486578,NEGATIVE
A12,68,A30,A48,19000,A63,A73,2,A103,2,A122,1,A142,A152,2,A173,1,A191,A202,A91,0.505328,POSITIVE
A12,72,A32,A49,19750,A63,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A201,A92,0.485522,NEGATIVE
A12,72,A32,A49,19750,A63,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A201,A92,0.504236,POSITIVE
A12,70,A32,A49,19063,A63,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A201,A92,0.490601,NEGATIVE
A12,70,A32,A49,19063,A63,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A201,A92,0.509307,POSITIVE
A13,76,A31,A49,19875,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0.491023,NEGATIVE
A13,76,A31,A49,19875,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,0.509761,POSITIVE
A12,74,A31,A49,19187,A63,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A201,A92,0.494078,NEGATIVE
A12,74,A31,A49,19187,A63,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A201,A92,0.512789,POSITIVE
A12,72,A32,A49,19750,A62,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0.497612,NEGATIVE
A12,72,A32,A49,19750,A62,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,0.516321,POSITIVE
A12,68,A32,A48,19000,A61,A73,2,A103,2,A122,0,A142,A152,2,A173,1,A191,A202,A91,0.483728,NEGATIVE
A12,68,A32,A48,19000,A61,A73,2,A103,2,A122,1,A142,A152,2,A173,1,A191,A202,A91,0.502471,POSITIVE
A12,74,A31,A49,19812,A62,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0.488598,NEGATIVE
A12,74,A31,A49,19812,A62,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,0.507293,POSITIVE
A12,72,A31,A49,19125,A62,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0.489541,NEGATIVE
A12,72,A31,A49,19125,A62,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,0.508262,POSITIVE
A13,76,A32,A49,19875,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0.488870,NEGATIVE
A13,76,A32,A49,19875,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,0.507618,POSITIVE
A12,74,A32,A49,19187,A62,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A201,A92,0.491744,NEGATIVE
A12,74,A32,A49,19187,A62,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A201,A92,0.510486,POSITIVE
A13,78,A31,A49,19937,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0.483854,NEGATIVE
A13,78,A31,A49,19937,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,0.502561,POSITIVE
A13,76,A31,A49,19250,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0.484768,NEGATIVE
A13,76,A31,A49,19250,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,0.503493,POSITIVE
A12,72,A32,A49,19750,A63,A72,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0.497300,NEGATIVE
A12,72,A32,A49,19750,A63,A72,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,0.516014,POSITIVE
A12,68,A32,A48,19000,A63,A71,2,A103,2,A122,0,A142,A152,2,A173,1,A191,A202,A91,0.483391,NEGATIVE
A12,68,A32,A48,19000,A63,A71,2,A103,2,A122,1,A142,A152,2,A173,1,A191,A202,A91,0.502096,POSITIVE
A12,74,A31,A49,19812,A63,A72,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0.488310,NEGATIVE
