status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A13,71,A32,A45,15001,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.471873,NEGATIVE
A13,71,A32,A45,15001,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.546010,POSITIVE
A13,76,A32,A45,17501,A61,A73,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A202,A92,0.472601,NEGATIVE
A13,76,A32,A45,17501,A61,A73,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A202,A92,0.546724,POSITIVE
A13,76,A32,A45,15001,A61,A73,1,A103,1,A122,0,A141,A151,3,A173,1,A191,A202,A92,0.467248,NEGATIVE
A13,76,A32,A45,15001,A61,A73,1,A103,1,A122,1,A141,A151,3,A173,1,A191,A202,A92,0.541343,POSITIVE
A13,71,A32,A45,17501,A61,A73,1,A103,1,A122,0,A141,A151,3,A173,1,A191,A202,A92,0.477050,NEGATIVE
A13,71,A32,A45,17501,A61,A73,1,A103,1,A122,1,A141,A151,3,A173,1,A191,A202,A92,0.551141,POSITIVE
A13,71,A32,A40,15500,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.429695,NEGATIVE
A13,71,A32,A40,15500,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.503523,POSITIVE
A13,76,A32,A40,15001,A61,A73,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A202,A92,0.460104,NEGATIVE
A13,76,A32,A40,15001,A61,A73,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A202,A92,0.534247,POSITIVE
A13,71,A32,A40,17501,A61,A73,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A202,A92,0.469953,NEGATIVE
A13,71,A32,A40,17501,A61,A73,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A202,A92,0.544089,POSITIVE
A13,71,A32,A40,15001,A61,A73,1,A103,1,A122,0,A141,A151,3,A173,1,A191,A202,A92,0.464558,NEGATIVE
A13,71,A32,A40,15001,A61,A73,1,A103,1,A122,1,A141,A151,3,A173,1,A191,A202,A92,0.538718,POSITIVE
A13,78,A32,A48,19000,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A91,0.433763,NEGATIVE
A13,78,A32,A48,19000,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A91,0.507658,POSITIVE
A13,71,A32,A45,15001,A61,A73,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A202,A91,0.444577,NEGATIVE
A13,71,A32,A45,15001,A61,A73,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A202,A91,0.518637,POSITIVE
A13,79,A32,A44,19750,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A91,0.433265,NEGATIVE
A13,79,A32,A44,19750,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A91,0.507136,POSITIVE
A13,79,A32,A44,17250,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A91,0.428623,NEGATIVE
A13,79,A32,A44,17250,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A91,0.502420,POSITIVE
A13,79,A32,A44,17250,A63,A73,3,A103,3,A123,0,A143,A152,3,A174,1,A192,A202,A91,0.438369,NEGATIVE
A13,79,A32,A44,17250,A63,A73,3,A103,3,A123,1,A143,A152,3,A174,1,A192,A202,A91,0.512339,POSITIVE
A13,74,A32,A44,19500,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A91,0.435969,NEGATIVE
A13,74,A32,A44,19500,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A91,0.509902,POSITIVE
A13,77,A32,A43,18500,A62,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A91,0.430283,NEGATIVE
A13,77,A32,A43,18500,A62,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A91,0.504098,POSITIVE
A13,76,A31,A45,17501,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.447337,NEGATIVE
A13,76,A31,A45,17501,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.521416,POSITIVE
A13,76,A31,A45,15001,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.487502,NEGATIVE
A13,76,A31,A45,15001,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.561484,POSITIVE
A13,71,A31,A45,17501,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.497219,NEGATIVE
A13,71,A31,A45,17501,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.571008,POSITIVE
A13,76,A30,A40,17501,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.460164,NEGATIVE
A13,76,A30,A40,17501,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.534313,POSITIVE
A13,76,A31,A40,15001,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.435147,NEGATIVE
A13,76,A31,A40,15001,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.509000,POSITIVE
A13,71,A31,A40,17501,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.444712,NEGATIVE
A13,71,A31,A40,17501,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.518764,POSITIVE
A13,71,A31,A40,15001,A61,A73,1,A103,1,A123,0,A141,A151,3,A173,1,A191,A202,A92,0.484715,NEGATIVE
A13,71,A31,A40,15001,A61,A73,1,A103,1,A123,1,A141,A151,3,A173,1,A191,A202,A92,0.558736,POSITIVE
A13,76,A31,A40,17501,A61,A73,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A202,A92,0.485496,NEGATIVE
A13,76,A31,A40,17501,A61,A73,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A202,A92,0.559496,POSITIVE
