age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
56,17500,108,1,Bachelors,1,26,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Female,Local-gov
56,17500,108,1,Bachelors,1,26,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Male,Local-gov
90,17500,108,1,Bachelors,1,8,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Female,Private
90,17500,108,1,Bachelors,1,8,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Male,Private
90,17500,108,0,Bachelors,1,1,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Female,Private
90,17500,108,0,Bachelors,1,1,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Male,Private
90,17500,108,1,Some-college,1,1,Married-AF-spouse,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,17500,108,1,Some-college,1,1,Married-AF-spouse,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,17500,108,1,Bachelors,1,1,Married-AF-spouse,Portugal,Tech-support,White,Wife,Female,Private
90,17500,108,1,Bachelors,1,1,Married-AF-spouse,Portugal,Tech-support,White,Wife,Male,Private
56,17500,108,1,Bachelors,1,14,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Female,Local-gov
56,17500,108,1,Bachelors,1,14,Married-AF-spouse,Guatemala,Tech-support,White,Wife,Male,Local-gov
57,17500,108,1,Some-college,1,15,Married-AF-spouse,Nicaragua,Craft-repair,White,Wife,Female,Local-gov
57,17500,108,1,Some-college,1,15,Married-AF-spouse,Nicaragua,Craft-repair,White,Wife,Male,Local-gov
90,17500,1197,1,Bachelors,1,1,Married-AF-spouse,United-States,Tech-support,White,Wife,Female,Private
90,17500,1197,1,Bachelors,1,1,Married-AF-spouse,United-States,Tech-support,White,Wife,Male,Private
90,17500,108,0,Bachelors,1,1,Married-AF-spouse,China,Tech-support,White,Wife,Female,Private
90,17500,108,0,Bachelors,1,1,Married-AF-spouse,China,Tech-support,White,Wife,Male,Private
90,17500,108,1,Some-college,1,1,Married-AF-spouse,Cuba,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,17500,108,1,Some-college,1,1,Married-AF-spouse,Cuba,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,17500,108,0,Some-college,1,1,Married-AF-spouse,Cambodia,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,17500,108,0,Some-college,1,1,Married-AF-spouse,Cambodia,Craft-repair,White,Wife,Male,Self-emp-not-inc
91,17500,326,1,HS-grad,1,2,Married-AF-spouse,England,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
91,17500,326,1,HS-grad,1,2,Married-AF-spouse,England,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
79,17500,3375,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Wife,Female,Private
79,17500,3375,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Wife,Male,Private
90,2500,3375,1,Bachelors,13,89,Married-AF-spouse,Portugal,Tech-support,White,Wife,Female,Private
90,2500,3375,1,Bachelors,13,89,Married-AF-spouse,Portugal,Tech-support,White,Wife,Male,Private
80,2500,3593,0,HS-grad,13,91,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Female,Local-gov
80,2500,3593,0,HS-grad,13,91,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Male,Local-gov
81,2500,3593,1,Prof-school,13,92,Married-AF-spouse,Taiwan,Exec-managerial,Asian-Pac-Islander,Own-child,Female,State-gov
81,2500,3593,1,Prof-school,13,92,Married-AF-spouse,Taiwan,Exec-managerial,Asian-Pac-Islander,Own-child,Male,State-gov
90,2500,3375,0,Some-college,13,77,Married-AF-spouse,France,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,3375,0,Some-college,13,77,Married-AF-spouse,France,Craft-repair,White,Wife,Male,Self-emp-not-inc
91,2500,3593,1,HS-grad,13,78,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
91,2500,3593,1,HS-grad,13,78,Married-AF-spouse,Laos,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
79,2500,3375,1,Bachelors,13,76,Married-AF-spouse,Portugal,Tech-support,White,Wife,Female,Private
79,2500,3375,1,Bachelors,13,76,Married-AF-spouse,Portugal,Tech-support,White,Wife,Male,Private
92,2500,2504,0,Prof-school,13,92,Married-AF-spouse,Taiwan,Exec-managerial,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
92,2500,2504,0,Prof-school,13,92,Married-AF-spouse,Taiwan,Exec-managerial,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
93,2500,2722,1,Assoc-voc,14,93,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
93,2500,2722,1,Assoc-voc,14,93,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
90,2500,2286,0,Bachelors,13,89,Widowed,Portugal,Tech-support,White,Wife,Female,Local-gov
90,2500,2286,0,Bachelors,13,89,Widowed,Portugal,Tech-support,White,Wife,Male,Local-gov
90,2500,2286,1,Some-college,13,90,Widowed,France,Craft-repair,White,Wife,Female,Local-gov
90,2500,2286,1,Some-college,13,90,Widowed,France,Craft-repair,White,Wife,Male,Local-gov
82,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
82,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
84,2500,2722,1,7th-8th,14,94,Married-AF-spouse,Guatemala,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov
84,2500,2722,1,7th-8th,14,94,Married-AF-spouse,Guatemala,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov
90,2500,2286,1,Bachelors,13,76,Widowed,Portugal,Tech-support,White,Wife,Female,Private
90,2500,2286,1,Bachelors,13,76,Widowed,Portugal,Tech-support,White,Wife,Male,Private
90,2500,2286,1,Some-college,13,77,Widowed,France,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2286,1,Some-college,13,77,Widowed,France,Craft-repair,White,Wife,Male,Self-emp-not-inc
82,2500,2722,0,Assoc-voc,14,80,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
82,2500,2722,0,Assoc-voc,14,80,Married-AF-spouse,Columbia,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
84,2500,2722,1,7th-8th,14,82,Married-AF-spouse,Guatemala,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov
84,2500,2722,1,7th-8th,14,82,Married-AF-spouse,Guatemala,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov
79,2500,2286,0,Bachelors,13,76,Widowed,Portugal,Tech-support,White,Wife,Female,Local-gov
79,2500,2286,0,Bachelors,13,76,Widowed,Portugal,Tech-support,White,Wife,Male,Local-gov
79,2500,2286,1,Some-college,13,77,Widowed,France,Craft-repair,White,Wife,Female,Local-gov
79,2500,2286,1,Some-college,13,77,Widowed,France,Craft-repair,White,Wife,Male,Local-gov
90,2500,3375,0,Bachelors,13,89,Married-AF-spouse,United-States,Tech-support,White,Wife,Female,Private
90,2500,3375,0,Bachelors,13,89,Married-AF-spouse,United-States,Tech-support,White,Wife,Male,Private
90,2500,3375,1,Some-college,13,90,Married-AF-spouse,England,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,3375,1,Some-college,13,90,Married-AF-spouse,England,Craft-repair,White,Wife,Male,Self-emp-not-inc
81,2500,3593,1,Prof-school,13,92,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Female,State-gov
81,2500,3593,1,Prof-school,13,92,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Male,State-gov
91,2500,3593,0,HS-grad,13,78,Married-AF-spouse,Canada,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
91,2500,3593,0,HS-grad,13,78,Married-AF-spouse,Canada,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
92,2500,3593,1,Prof-school,13,79,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
92,2500,3593,1,Prof-school,13,79,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
90,2500,3375,1,Bachelors,13,76,Widowed,United-States,Tech-support,White,Wife,Female,Local-gov
90,2500,3375,1,Bachelors,13,76,Widowed,United-States,Tech-support,White,Wife,Male,Local-gov
79,2500,3375,0,Bachelors,13,76,Married-AF-spouse,United-States,Tech-support,White,Wife,Female,Private
79,2500,3375,0,Bachelors,13,76,Married-AF-spouse,United-States,Tech-support,White,Wife,Male,Private
79,2500,3375,1,Some-college,13,77,Married-AF-spouse,England,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,2500,3375,1,Some-college,13,77,Married-AF-spouse,England,Craft-repair,White,Wife,Male,Self-emp-not-inc
92,2500,2504,0,Prof-school,13,92,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
92,2500,2504,0,Prof-school,13,92,Married-AF-spouse,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
93,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
93,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
90,2500,2286,0,Some-college,13,90,Widowed,England,Craft-repair,White,Wife,Female,Local-gov
90,2500,2286,0,Some-college,13,90,Widowed,England,Craft-repair,White,Wife,Male,Local-gov
91,2500,2504,1,HS-grad,13,91,Widowed,Canada,Sales,Asian-Pac-Islander,Own-child,Female,Local-gov
91,2500,2504,1,HS-grad,13,91,Widowed,Canada,Sales,Asian-Pac-Islander,Own-child,Male,Local-gov
82,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
82,2500,2722,0,Assoc-voc,14,93,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
84,2500,2722,1,7th-8th,14,94,Married-AF-spouse,South,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov
84,2500,2722,1,7th-8th,14,94,Married-AF-spouse,South,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov
79,2500,2286,1,Bachelors,13,89,Widowed,United-States,Tech-support,White,Wife,Female,Local-gov
79,2500,2286,1,Bachelors,13,89,Widowed,United-States,Tech-support,White,Wife,Male,Local-gov
90,2500,2286,0,Bachelors,13,76,Widowed,United-States,Tech-support,White,Wife,Female,Private
90,2500,2286,0,Bachelors,13,76,Widowed,United-States,Tech-support,White,Wife,Male,Private
90,2500,2286,0,Some-college,13,77,Widowed,England,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,2500,2286,0,Some-college,13,77,Widowed,England,Craft-repair,White,Wife,Male,Self-emp-not-inc
91,2500,2504,1,HS-grad,13,78,Widowed,Canada,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
91,2500,2504,1,HS-grad,13,78,Widowed,Canada,Sales,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
92,2500,2504,1,Prof-school,13,79,Married-spouse-absent,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
92,2500,2504,1,Prof-school,13,79,Married-spouse-absent,Outlying-US(Guam-USVI-etc),Exec-managerial,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
82,2500,2722,0,Assoc-voc,14,80,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
82,2500,2722,0,Assoc-voc,14,80,Married-AF-spouse,Japan,Prof-specialty,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
84,2500,2722,1,7th-8th,14,82,Married-AF-spouse,South,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov
84,2500,2722,1,7th-8th,14,82,Married-AF-spouse,South,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov
