job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4923,10,875,0,failure,0,0.500196,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4923,10,875,0,failure,1,0.499558,NEGATIVE
services,married,basic.9y,no,no,no,cellular,aug,tue,-2,4946,8,915,2,nonexistent,0,0.500546,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,tue,-2,4946,8,915,2,nonexistent,1,0.499907,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4845,8,875,0,failure,0,0.500317,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4845,8,875,0,failure,1,0.499679,NEGATIVE
student,married,basic.9y,no,no,no,cellular,may,tue,-2,4906,8,887,2,nonexistent,0,0.500297,POSITIVE
student,married,basic.9y,no,no,no,cellular,may,tue,-2,4906,8,887,2,nonexistent,1,0.499659,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,apr,(null),-2,4891,8,915,2,nonexistent,0,0.500616,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,apr,(null),-2,4891,8,915,2,nonexistent,1,0.499979,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4891,8,924,4,nonexistent,0,0.500149,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4891,8,924,4,nonexistent,1,0.499511,NEGATIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4923,9,875,0,failure,0,0.500193,POSITIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4923,9,875,0,failure,1,0.499556,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,(null),-1,4898,8,896,4,nonexistent,0,0.500317,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,(null),-1,4898,8,896,4,nonexistent,1,0.499679,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,9,881,1,failure,0,0.500109,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,9,881,1,failure,1,0.499471,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4976,9,896,4,nonexistent,0,0.500489,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4976,9,896,4,nonexistent,1,0.499851,NEGATIVE
management,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4898,8,896,4,nonexistent,0,0.500613,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4898,8,896,4,nonexistent,1,0.499975,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4767,8,875,0,failure,0,0.500443,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4767,8,875,0,failure,1,0.499806,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4704,8,878,0,failure,0,0.500485,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4704,8,878,0,failure,1,0.499848,NEGATIVE
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4735,8,884,2,nonexistent,0,0.500355,POSITIVE
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4735,8,884,2,nonexistent,1,0.499717,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,11,815,0,failure,0,0.500229,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,11,815,0,failure,1,0.499592,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,11,798,0,failure,0,0.500188,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,11,798,0,failure,1,0.499550,NEGATIVE
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4868,11,790,2,nonexistent,0,0.500069,POSITIVE
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4868,11,790,2,nonexistent,1,0.499432,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4860,12,753,0,failure,0,0.500121,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4860,12,753,0,failure,1,0.499483,NEGATIVE
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4922,11,765,3,nonexistent,0,0.500451,POSITIVE
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4922,11,765,3,nonexistent,1,0.499814,NEGATIVE
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4828,11,774,5,success,0,0.500426,POSITIVE
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4828,11,774,5,success,1,0.499787,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4938,10,849,1,failure,0,0.500224,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4938,10,849,1,failure,1,0.499586,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,tue,-2,4953,10,855,2,nonexistent,0,0.500225,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,tue,-2,4953,10,855,2,nonexistent,1,0.499586,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,10,849,1,failure,0,0.500558,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,10,849,1,failure,1,0.499919,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,may,(null),-2,4875,10,824,2,nonexistent,0,0.500377,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,may,(null),-2,4875,10,824,2,nonexistent,1,0.499739,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,10,833,4,nonexistent,0,0.500331,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,10,833,4,nonexistent,1,0.499693,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,10,818,1,failure,0,0.500239,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,10,818,1,failure,1,0.499602,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4969,8,861,4,nonexistent,0,0.500067,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4969,8,861,4,nonexistent,1,0.499429,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,8,836,5,success,0,0.500452,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,8,836,5,success,1,0.499814,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,8,836,5,success,0,0.500577,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,8,836,5,success,1,0.499941,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,9,833,4,nonexistent,0,0.500179,POSITIVE
