job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,219,0,failure,0,0.505073,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,219,0,failure,1,0.471778,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,212,0,failure,0,0.472431,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,212,0,failure,1,0.535611,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,204,0,failure,0,0.487727,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,204,0,failure,1,0.549624,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,26,213,1,failure,0,0.514949,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,26,213,1,failure,1,0.481924,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,214,2,nonexistent,0,0.509379,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,214,2,nonexistent,1,0.476361,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4937,29,208,4,nonexistent,0,0.515035,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4937,29,208,4,nonexistent,1,0.482010,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,208,0,failure,0,0.504578,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,208,0,failure,1,0.471572,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,204,0,failure,0,0.505211,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,204,0,failure,1,0.472202,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,204,0,failure,0,0.502619,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,204,0,failure,1,0.469620,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,30,206,2,nonexistent,0,0.501515,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,30,206,2,nonexistent,1,0.477655,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,206,2,nonexistent,0,0.495168,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,206,2,nonexistent,1,0.520441,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,196,0,failure,0,0.472220,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,196,0,failure,1,0.535400,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,188,0,failure,0,0.490967,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,188,0,failure,1,0.551086,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,33,196,0,failure,0,0.476268,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,33,196,0,failure,1,0.539436,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,196,0,failure,0,0.497980,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,196,0,failure,1,0.550254,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,33,198,2,nonexistent,0,0.446152,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,33,198,2,nonexistent,1,0.509209,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,33,188,0,failure,0,0.444047,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,33,188,0,failure,1,0.507079,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,33,188,0,failure,0,0.437332,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,33,188,0,failure,1,0.500269,POSITIVE
student,married,professional.course,unknown,unknown,unknown,telephone,oct,thu,-1,4961,27,199,3,nonexistent,0,0.522269,POSITIVE
student,married,professional.course,unknown,unknown,unknown,telephone,oct,thu,-1,4961,27,199,3,nonexistent,1,0.488957,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,31,198,4,nonexistent,0,0.491772,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,31,198,4,nonexistent,1,0.554818,POSITIVE
technician,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4984,28,201,5,success,0,0.512631,POSITIVE
technician,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4984,28,201,5,success,1,0.479317,NEGATIVE
technician,single,basic.9y,unknown,unknown,unknown,telephone,may,(null),0,4906,28,201,5,success,0,0.501121,POSITIVE
technician,single,basic.9y,unknown,unknown,unknown,telephone,may,(null),0,4906,28,201,5,success,1,0.467836,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,31,192,4,nonexistent,0,0.476972,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,31,192,4,nonexistent,1,0.540138,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,28,194,6,success,0,0.523827,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,28,194,6,success,1,0.490518,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,31,193,5,success,0,0.474341,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,31,193,5,success,1,0.537516,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4891,31,200,4,nonexistent,0,0.482175,NEGATIVE
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4891,31,200,4,nonexistent,1,0.545311,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,28,200,4,nonexistent,0,0.518386,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,28,200,4,nonexistent,1,0.485361,NEGATIVE
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4914,28,202,6,success,0,0.508672,POSITIVE
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4914,28,202,6,success,1,0.475655,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,31,202,6,success,0,0.462294,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,31,202,6,success,1,0.525468,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,31,193,5,success,0,0.450906,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,31,193,5,success,1,0.514012,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,30,196,0,failure,0,0.499579,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,30,196,0,failure,1,0.553250,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,26,198,2,nonexistent,0,0.501436,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,26,198,2,nonexistent,1,0.468441,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4805,31,197,3,nonexistent,0,0.477938,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4805,31,197,3,nonexistent,1,0.541099,POSITIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,30,198,2,nonexistent,0,0.448730,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,30,198,2,nonexistent,1,0.511815,POSITIVE
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,29,191,3,nonexistent,0,0.531455,POSITIVE
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,29,191,3,nonexistent,1,0.498459,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4766,31,191,3,nonexistent,0,0.469112,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4766,31,191,3,nonexistent,1,0.532296,POSITIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4742,28,192,4,nonexistent,0,0.526748,POSITIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4742,28,192,4,nonexistent,1,0.493737,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4735,30,198,2,nonexistent,0,0.494136,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4735,30,198,2,nonexistent,1,0.552209,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4781,31,200,4,nonexistent,0,0.484638,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4781,31,200,4,nonexistent,1,0.547756,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4742,28,200,4,nonexistent,0,0.520758,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4742,28,200,4,nonexistent,1,0.487735,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,30,193,5,success,0,0.483683,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,30,193,5,success,1,0.546808,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,30,204,0,failure,0,0.460281,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,30,204,0,failure,1,0.523160,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4611,26,196,0,failure,0,0.522636,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4611,26,196,0,failure,1,0.489616,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4618,30,196,0,failure,0,0.445273,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4618,30,196,0,failure,1,0.508320,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4540,26,196,0,failure,0,0.503610,POSITIVE
