job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,45,274,0,failure,0,0.460180,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,45,274,0,failure,1,0.513124,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,45,266,0,failure,0,0.491285,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,45,266,0,failure,1,0.544201,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,45,268,2,nonexistent,0,0.474570,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,45,268,2,nonexistent,1,0.527552,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,45,274,0,failure,0,0.448604,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,45,274,0,failure,1,0.501453,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,45,266,0,failure,0,0.479621,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,45,266,0,failure,1,0.532596,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,45,268,2,nonexistent,0,0.462942,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,45,268,2,nonexistent,1,0.515901,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,45,252,1,failure,0,0.483157,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,45,252,1,failure,1,0.536119,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,45,251,0,failure,0,0.496331,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,45,251,0,failure,1,0.549203,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,45,252,1,failure,0,0.459987,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,45,252,1,failure,1,0.514920,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,39,267,1,failure,0,0.543077,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,39,267,1,failure,1,0.440402,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,39,267,1,failure,0,0.556397,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,39,267,1,failure,1,0.453704,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,39,274,0,failure,0,0.558018,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,39,274,0,failure,1,0.455334,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4953,39,268,2,nonexistent,0,0.585697,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4953,39,268,2,nonexistent,1,0.483491,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,40,270,4,nonexistent,0,0.518643,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,40,270,4,nonexistent,1,0.416377,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4891,41,270,4,nonexistent,0,0.522596,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4891,41,270,4,nonexistent,1,0.334240,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,39,266,0,failure,0,0.562337,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,39,266,0,failure,1,0.459684,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,266,0,failure,0,0.550560,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,266,0,failure,1,0.356188,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,43,254,4,nonexistent,0,0.522358,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,43,254,4,nonexistent,1,0.348791,NEGATIVE
