job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,353,1,failure,0,0.497136,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,353,1,failure,1,0.509187,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,352,0,failure,0,0.523573,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,352,0,failure,1,0.481258,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,344,0,failure,0,0.491826,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,344,0,failure,1,0.503878,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,344,0,failure,0,0.541047,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,344,0,failure,1,0.498798,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,30,346,2,nonexistent,0,0.495603,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,30,346,2,nonexistent,1,0.507655,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,345,1,failure,0,0.500119,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,345,1,failure,1,0.457879,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,352,0,failure,0,0.493121,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,352,0,failure,1,0.505172,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,344,0,failure,0,0.495610,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,344,0,failure,1,0.507661,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,30,338,1,failure,0,0.519721,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,30,338,1,failure,1,0.498668,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,30,331,2,nonexistent,0,0.494305,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,30,331,2,nonexistent,1,0.506357,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,26,330,1,failure,0,0.509640,POSITIVE
