job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3830,33,985,0,failure,0,0.489956,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3830,33,985,0,failure,1,0.533520,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3751,33,969,0,failure,0,0.495975,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3751,33,969,0,failure,1,0.539508,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3911,26,986,0,failure,0,0.457116,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3911,26,986,0,failure,1,0.500649,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3923,26,971,0,failure,0,0.469311,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3923,26,971,0,failure,1,0.512892,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3766,30,987,1,failure,0,0.459943,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3766,30,987,1,failure,1,0.503488,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,3782,30,974,1,failure,0,0.488244,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,3782,30,974,1,failure,1,0.531822,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3833,26,970,0,failure,0,0.459772,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3833,26,970,0,failure,1,0.503300,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,3794,28,986,0,failure,0,0.490040,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,3794,28,986,0,failure,1,0.533603,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3802,26,989,2,nonexistent,0,0.479047,NEGATIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3802,26,989,2,nonexistent,1,0.522635,POSITIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,3802,28,989,2,nonexistent,0,0.468036,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,3802,28,989,2,nonexistent,1,0.511606,POSITIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3810,26,992,3,nonexistent,0,0.457135,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3810,26,992,3,nonexistent,1,0.500645,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3853,28,989,2,nonexistent,0,0.471248,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3853,28,989,2,nonexistent,1,0.514842,POSITIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3868,27,992,3,nonexistent,0,0.468126,NEGATIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3868,27,992,3,nonexistent,1,0.511696,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,3845,26,971,1,failure,0,0.471120,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,3845,26,971,1,failure,1,0.514699,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,3853,26,973,2,nonexistent,0,0.495987,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,3853,26,973,2,nonexistent,1,0.539520,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,3797,27,993,4,nonexistent,0,0.499936,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,3797,27,993,4,nonexistent,1,0.543449,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3774,28,973,2,nonexistent,0,0.484856,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3774,28,973,2,nonexistent,1,0.528451,POSITIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3790,26,976,3,nonexistent,0,0.470109,NEGATIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3790,26,976,3,nonexistent,1,0.513685,POSITIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3790,27,976,3,nonexistent,0,0.486772,NEGATIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3790,27,976,3,nonexistent,1,0.530347,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3758,26,955,0,failure,0,0.468300,NEGATIVE
