job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4918,46,997,5,success,0,0.499851,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4918,46,997,5,success,1,0.500020,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4914,49,980,5,success,0,0.499958,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4914,49,980,5,success,1,0.500127,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4848,48,978,1,failure,0,0.499980,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4848,48,978,1,failure,1,0.500149,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4809,48,970,0,failure,0,0.499875,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4809,48,970,0,failure,1,0.500044,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4768,45,977,0,failure,0,0.499953,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4768,45,977,0,failure,1,0.500122,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4793,46,979,4,nonexistent,0,0.499977,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4793,46,979,4,nonexistent,1,0.500146,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4836,43,996,5,success,0,0.499901,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4836,43,996,5,success,1,0.500070,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,42,990,2,nonexistent,0,0.499836,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,42,990,2,nonexistent,1,0.500005,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4778,43,996,4,nonexistent,0,0.499847,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4778,43,996,4,nonexistent,1,0.500016,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4706,49,998,6,success,0,0.501799,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4706,49,998,6,success,1,0.499625,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4735,45,978,1,failure,0,0.499833,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4735,45,978,1,failure,1,0.500002,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4747,46,972,3,nonexistent,0,0.499854,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4747,46,972,3,nonexistent,1,0.500023,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,45,969,0,failure,0,0.499941,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,45,969,0,failure,1,0.500110,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4758,40,996,4,nonexistent,0,0.499919,NEGATIVE
