age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
91,97500,4029,1,5th-6th,14,95,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Female,Without-pay
91,97500,4029,1,5th-6th,14,95,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Male,Without-pay
78,97500,2722,1,10th,12,88,Married-spouse-absent,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,State-gov
78,97500,2722,1,10th,12,88,Married-spouse-absent,El-Salvador,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,State-gov
82,97500,3811,1,Prof-school,10,95,Married-spouse-absent,El-Salvador,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,State-gov
82,97500,3811,1,Prof-school,10,95,Married-spouse-absent,El-Salvador,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,State-gov
91,97500,4029,0,Assoc-voc,11,85,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Female,Without-pay
91,97500,4029,0,Assoc-voc,11,85,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Male,Without-pay
91,97500,2940,0,Assoc-voc,14,95,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Female,Without-pay
91,97500,2940,0,Assoc-voc,14,95,Married-AF-spouse,Peru,Transport-moving,Other,Unmarried,Male,Without-pay
91,97500,4029,0,5th-6th,11,97,Married-AF-spouse,Peru,Transport-moving,Other,Husband,Female,Without-pay
91,97500,4029,0,5th-6th,11,97,Married-AF-spouse,Peru,Transport-moving,Other,Husband,Male,Without-pay
95,97500,4247,1,5th-6th,11,86,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Female,Without-pay
95,97500,4247,1,5th-6th,11,86,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Male,Without-pay
82,97500,2722,0,10th,10,95,Married-spouse-absent,El-Salvador,Adm-clerical,Amer-Indian-Eskimo,Own-child,Female,State-gov
82,97500,2722,0,10th,10,95,Married-spouse-absent,El-Salvador,Adm-clerical,Amer-Indian-Eskimo,Own-child,Male,State-gov
86,97500,2940,1,Doctorate,11,84,Married-spouse-absent,Trinadad&Tobago,Priv-house-serv,Other,Own-child,Female,State-gov
86,97500,2940,1,Doctorate,11,84,Married-spouse-absent,Trinadad&Tobago,Priv-house-serv,Other,Own-child,Male,State-gov
91,97500,2940,1,5th-6th,11,85,Married-AF-spouse,Peru,Prof-specialty,Other,Husband,Female,Without-pay
91,97500,2940,1,5th-6th,11,85,Married-AF-spouse,Peru,Prof-specialty,Other,Husband,Male,Without-pay
97,97500,4247,1,Assoc-voc,11,98,Married-AF-spouse,Holand-Netherlands,Protective-serv,Black,Husband,Female,Without-pay
97,97500,4247,1,Assoc-voc,11,98,Married-AF-spouse,Holand-Netherlands,Protective-serv,Black,Husband,Male,Without-pay
86,97500,2940,0,Assoc-acdm,11,96,Married-spouse-absent,Hong,Priv-house-serv,Other,Own-child,Female,State-gov
86,97500,2940,0,Assoc-acdm,11,96,Married-spouse-absent,Hong,Priv-house-serv,Other,Own-child,Male,State-gov
95,97500,3158,1,Assoc-voc,11,98,Married-AF-spouse,Yugoslavia,Protective-serv,Black,Husband,Female,Without-pay
95,97500,3158,1,Assoc-voc,11,98,Married-AF-spouse,Yugoslavia,Protective-serv,Black,Husband,Male,Without-pay
91,97500,2940,1,Assoc-voc,11,97,Married-AF-spouse,Peru,Prof-specialty,Other,Husband,Female,Without-pay
91,97500,2940,1,Assoc-voc,11,97,Married-AF-spouse,Peru,Prof-specialty,Other,Husband,Male,Without-pay
95,97500,3158,1,Assoc-voc,11,86,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Female,Without-pay
95,97500,3158,1,Assoc-voc,11,86,Married-AF-spouse,Hong,Protective-serv,Black,Husband,Male,Without-pay
91,97500,4029,1,5th-6th,11,97,Married-AF-spouse,Peru,Protective-serv,Other,Unmarried,Female,Self-emp-inc
91,97500,4029,1,5th-6th,11,97,Married-AF-spouse,Peru,Protective-serv,Other,Unmarried,Male,Self-emp-inc
95,97500,4247,0,5th-6th,11,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Female,Federal-gov
95,97500,4247,0,5th-6th,11,98,Married-AF-spouse,Hong,Prof-specialty,Black,Unmarried,Male,Federal-gov
95,97500,4247,1,5th-6th,11,86,Married-AF-spouse,Holand-Netherlands,Protective-serv,Black,Unmarried,Female,Federal-gov
95,97500,4247,1,5th-6th,11,86,Married-AF-spouse,Holand-Netherlands,Protective-serv,Black,Unmarried,Male,Federal-gov
78,97500,2722,1,10th,10,94,Married-spouse-absent,El-Salvador,Transport-moving,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
78,97500,2722,1,10th,10,94,Married-spouse-absent,El-Salvador,Transport-moving,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
91,97500,2940,1,5th-6th,11,97,Married-AF-spouse,Peru,Protective-serv,Other,Unmarried,Female,Self-emp-not-inc
