age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
68,92500,3375,1,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Without-pay
68,92500,3375,1,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Without-pay
56,92500,3375,1,Bachelors,1,1,Married-civ-spouse,China,Tech-support,White,Unmarried,Female,Without-pay
56,92500,3375,1,Bachelors,1,1,Married-civ-spouse,China,Tech-support,White,Unmarried,Male,Without-pay
56,92500,3375,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Without-pay
56,92500,3375,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Without-pay
56,92500,2286,1,Bachelors,3,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Unmarried,Female,Without-pay
56,92500,2286,1,Bachelors,3,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Unmarried,Male,Without-pay
68,92500,2286,1,Bachelors,3,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Without-pay
68,92500,2286,1,Bachelors,3,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Without-pay
56,92500,2286,1,Bachelors,3,1,Married-civ-spouse,China,Tech-support,White,Unmarried,Female,Without-pay
56,92500,2286,1,Bachelors,3,1,Married-civ-spouse,China,Tech-support,White,Unmarried,Male,Without-pay
56,92500,2286,0,Bachelors,3,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Without-pay
56,92500,2286,0,Bachelors,3,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Without-pay
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Portugal,Machine-op-inspct,White,Unmarried,Female,Without-pay
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Portugal,Machine-op-inspct,White,Unmarried,Male,Without-pay
90,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Female,Without-pay
90,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Male,Without-pay
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Unmarried,Female,Without-pay
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Unmarried,Male,Without-pay
79,92500,2286,0,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Female,Without-pay
79,92500,2286,0,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Male,Without-pay
79,92500,2940,1,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Without-pay
79,92500,2940,1,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Without-pay
79,92500,2286,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Not-in-family,Female,Without-pay
79,92500,2286,0,Bachelors,1,1,Married-civ-spouse,United-States,Tech-support,White,Not-in-family,Male,Without-pay
68,92500,2940,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Female,Without-pay
68,92500,2940,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Unmarried,Male,Without-pay
56,92500,2940,1,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Unmarried,Female,Without-pay
