age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
97,92500,4029,1,Preschool,11,98,Married-AF-spouse,Holand-Netherlands,Prof-specialty,Black,Other-relative,Female,Without-pay
97,92500,4029,1,Preschool,11,98,Married-AF-spouse,Holand-Netherlands,Prof-specialty,Black,Other-relative,Male,Without-pay
97,97500,4029,1,Preschool,7,98,Married-AF-spouse,Yugoslavia,Protective-serv,Black,Other-relative,Female,Without-pay
97,97500,4029,1,Preschool,7,98,Married-AF-spouse,Yugoslavia,Protective-serv,Black,Other-relative,Male,Without-pay
91,97500,3375,1,5th-6th,2,95,Married-spouse-absent,El-Salvador,Priv-house-serv,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
91,97500,3375,1,5th-6th,2,95,Married-spouse-absent,El-Salvador,Priv-house-serv,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
95,97500,3811,0,Masters,3,97,Married-AF-spouse,Peru,Protective-serv,Other,Other-relative,Female,Without-pay
95,97500,3811,0,Masters,3,97,Married-AF-spouse,Peru,Protective-serv,Other,Other-relative,Male,Without-pay
87,92500,3158,1,Doctorate,2,93,Married-spouse-absent,Yugoslavia,Farming-fishing,Amer-Indian-Eskimo,Own-child,Female,State-gov
87,92500,3158,1,Doctorate,2,93,Married-spouse-absent,Yugoslavia,Farming-fishing,Amer-Indian-Eskimo,Own-child,Male,State-gov
91,92500,3375,1,Masters,2,95,Married-spouse-absent,El-Salvador,Priv-house-serv,Amer-Indian-Eskimo,Own-child,Female,State-gov
91,92500,3375,1,Masters,2,95,Married-spouse-absent,El-Salvador,Priv-house-serv,Amer-Indian-Eskimo,Own-child,Male,State-gov
93,97500,3593,0,5th-6th,3,96,Married-spouse-absent,Hong,Exec-managerial,Other,Not-in-family,Female,State-gov
93,97500,3593,0,5th-6th,3,96,Married-spouse-absent,Hong,Exec-managerial,Other,Not-in-family,Male,State-gov
97,92500,4029,1,1st-4th,7,98,Married-AF-spouse,Hong,Prof-specialty,Black,Other-relative,Female,Without-pay
97,92500,4029,1,1st-4th,7,98,Married-AF-spouse,Hong,Prof-specialty,Black,Other-relative,Male,Without-pay
93,92500,3593,1,Masters,3,96,Married-spouse-absent,Trinadad&Tobago,Exec-managerial,Other,Not-in-family,Female,State-gov
93,92500,3593,1,Masters,3,96,Married-spouse-absent,Trinadad&Tobago,Exec-managerial,Other,Not-in-family,Male,State-gov
97,97500,4029,0,Preschool,3,98,Married-AF-spouse,Holand-Netherlands,Prof-specialty,Black,Other-relative,Female,Federal-gov
