age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
90,92500,3375,0,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
90,92500,3375,0,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
79,92500,2286,1,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
90,92500,326,1,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,92500,326,1,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,92500,326,1,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,92500,326,1,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,87500,2504,1,Some-college,1,1,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,87500,2504,1,Some-college,1,1,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,77500,2504,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,77500,2504,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,87500,2504,1,Some-college,1,2,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,87500,2504,1,Some-college,1,2,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,77500,2504,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,77500,2504,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,87500,326,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
90,87500,326,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
90,77500,108,1,Bachelors,1,1,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
90,77500,108,1,Bachelors,1,1,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
91,77500,544,0,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
91,77500,544,0,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
79,87500,326,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
79,87500,326,0,Some-college,1,2,Divorced,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
79,77500,108,1,Bachelors,1,1,Widowed,Guatemala,Tech-support,White,Wife,Female,Private
79,77500,108,1,Bachelors,1,1,Widowed,Guatemala,Tech-support,White,Wife,Male,Private
80,77500,544,0,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
80,77500,544,0,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
79,77500,108,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Wife,Female,Private
79,77500,108,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Wife,Male,Private
74,92500,108,0,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Female,Private
74,92500,108,0,Bachelors,1,1,Married-civ-spouse,Guatemala,Tech-support,White,Wife,Male,Private
68,77500,2286,1,Some-college,1,1,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Female,Self-emp-not-inc
68,77500,2286,1,Some-college,1,1,Married-civ-spouse,Nicaragua,Craft-repair,White,Wife,Male,Self-emp-not-inc
74,87500,326,1,HS-grad,2,2,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
74,87500,326,1,HS-grad,2,2,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
69,77500,544,1,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
69,77500,544,1,HS-grad,2,3,Divorced,Scotland,Sales,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
68,77500,108,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Wife,Female,Private
68,77500,108,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Wife,Male,Private
62,77500,108,1,Bachelors,1,1,Married-civ-spouse,Portugal,Tech-support,White,Wife,Female,Private
