age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
98,97500,4029,1,Doctorate,15,65,Married-civ-spouse,Vietnam,Protective-serv,Black,Other-relative,Female,State-gov
98,97500,4029,1,Doctorate,15,65,Married-civ-spouse,Vietnam,Protective-serv,Black,Other-relative,Male,State-gov
97,97500,3811,1,10th,14,67,Married-civ-spouse,Japan,Protective-serv,Black,Other-relative,Female,State-gov
97,97500,3811,1,10th,14,67,Married-civ-spouse,Japan,Protective-serv,Black,Other-relative,Male,State-gov
98,97500,4029,1,Doctorate,15,65,Married-civ-spouse,Greece,Protective-serv,Amer-Indian-Eskimo,Other-relative,Female,State-gov
98,97500,4029,1,Doctorate,15,65,Married-civ-spouse,Greece,Protective-serv,Amer-Indian-Eskimo,Other-relative,Male,State-gov
87,97500,4029,0,Doctorate,15,68,Married-civ-spouse,Greece,Protective-serv,Black,Other-relative,Female,State-gov
87,97500,4029,0,Doctorate,15,68,Married-civ-spouse,Greece,Protective-serv,Black,Other-relative,Male,State-gov
85,97500,3593,1,Masters,5,65,Married-civ-spouse,India,Priv-house-serv,Black,Not-in-family,Female,Local-gov
85,97500,3593,1,Masters,5,65,Married-civ-spouse,India,Priv-house-serv,Black,Not-in-family,Male,Local-gov
71,92500,3158,1,Assoc-voc,11,65,Married-civ-spouse,Canada,Farming-fishing,Other,Husband,Female,Self-emp-inc
71,92500,3158,1,Assoc-voc,11,65,Married-civ-spouse,Canada,Farming-fishing,Other,Husband,Male,Self-emp-inc
75,97500,3811,1,10th,14,65,Married-civ-spouse,Japan,Protective-serv,Amer-Indian-Eskimo,Other-relative,Female,State-gov
75,97500,3811,1,10th,14,65,Married-civ-spouse,Japan,Protective-serv,Amer-Indian-Eskimo,Other-relative,Male,State-gov
64,97500,3811,0,10th,14,67,Married-civ-spouse,Japan,Protective-serv,Other,Other-relative,Female,State-gov
64,97500,3811,0,10th,14,67,Married-civ-spouse,Japan,Protective-serv,Other,Other-relative,Male,State-gov
98,97500,4029,0,Assoc-voc,15,62,Married-civ-spouse,Hong,Protective-serv,Black,Other-relative,Female,State-gov
98,97500,4029,0,Assoc-voc,15,62,Married-civ-spouse,Hong,Protective-serv,Black,Other-relative,Male,State-gov
