status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A11,0,A32,A48,10666,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003368,NEGATIVE
A11,0,A32,A48,10666,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001301,POSITIVE
A11,11,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003627,NEGATIVE
A11,11,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001042,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,3,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004367,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,3,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000303,POSITIVE
A11,0,A32,A48,10626,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004073,NEGATIVE
A11,0,A32,A48,10626,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000595,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,-0.003233,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.001435,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003836,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000833,POSITIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,-0.003145,NEGATIVE
A11,0,A32,A48,10626,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.001524,POSITIVE
A11,41,A32,A48,10509,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003483,NEGATIVE
A11,41,A32,A48,10509,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001184,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,3,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004590,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,3,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000079,POSITIVE
A11,51,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003436,NEGATIVE
A11,51,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001234,POSITIVE
A11,41,A32,A48,10470,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004297,NEGATIVE
A11,41,A32,A48,10470,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000371,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,-0.003456,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.001211,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004061,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000608,POSITIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,-0.003368,NEGATIVE
A11,41,A32,A48,10470,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.001299,POSITIVE
A11,21,A32,A48,10587,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003579,NEGATIVE
A11,21,A32,A48,10587,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001091,POSITIVE
A11,31,A32,A48,10548,A61,A71,1,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.003530,NEGATIVE
A11,31,A32,A48,10548,A61,A71,1,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.001138,POSITIVE
A11,21,A32,A48,10548,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004391,NEGATIVE
A11,21,A32,A48,10548,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000278,POSITIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,-0.003552,NEGATIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.001116,POSITIVE
A11,21,A32,A48,10548,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004154,NEGATIVE
A11,21,A32,A48,10548,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000514,POSITIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,-0.003463,NEGATIVE
A11,21,A32,A48,10548,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.001206,POSITIVE
A11,11,A32,A48,10587,A61,A71,3,A103,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004440,NEGATIVE
A11,11,A32,A48,10587,A61,A71,3,A103,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000229,POSITIVE
A11,11,A32,A48,10587,A61,A71,1,A103,1,A121,0,A141,A151,3,A173,1,A191,A201,A91,-0.003600,NEGATIVE
A11,11,A32,A48,10587,A61,A71,1,A103,1,A121,1,A141,A151,3,A173,1,A191,A201,A91,0.001068,POSITIVE
A11,11,A32,A48,10587,A61,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.004203,NEGATIVE
A11,11,A32,A48,10587,A61,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A191,A201,A91,0.000467,POSITIVE
A11,11,A32,A48,10587,A61,A71,1,A103,1,A121,0,A141,A151,1,A171,1,A191,A201,A91,-0.003512,NEGATIVE
A11,11,A32,A48,10587,A61,A71,1,A103,1,A121,1,A141,A151,1,A171,1,A191,A201,A91,0.001158,POSITIVE
A11,11,A32,A48,10548,A61,A71,1,A103,3,A121,0,A141,A151,3,A171,1,A191,A201,A91,-0.000537,NEGATIVE
