status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A13,71,A32,A49,13066,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0.000038,POSITIVE
A13,71,A32,A49,13066,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,-0.000043,NEGATIVE
A13,76,A31,A49,13061,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0.000022,POSITIVE
A13,76,A31,A49,13061,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,-0.000059,NEGATIVE
A13,76,A32,A49,13061,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0.000012,POSITIVE
A13,76,A32,A49,13061,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,-0.000070,NEGATIVE
A12,56,A32,A49,13049,A62,A72,2,A102,2,A123,0,A142,A153,2,A173,1,A191,A201,A91,0.000028,POSITIVE
A12,56,A32,A49,13049,A62,A72,2,A102,2,A123,1,A142,A153,2,A173,1,A191,A201,A91,-0.000053,NEGATIVE
A12,68,A32,A48,13050,A62,A72,3,A102,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,0.000031,POSITIVE
A12,68,A32,A48,13050,A62,A72,3,A102,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,-0.000050,NEGATIVE
A13,63,A31,A49,13055,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0.000003,POSITIVE
A13,63,A31,A49,13055,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,-0.000078,NEGATIVE
A13,63,A32,A49,13056,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0.000067,POSITIVE
A13,63,A32,A49,13056,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,-0.000015,NEGATIVE
A13,71,A32,A48,13051,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0.000061,POSITIVE
A13,71,A32,A48,13051,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,-0.000020,NEGATIVE
A13,71,A31,A49,13056,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0.000002,POSITIVE
A13,71,A31,A49,13056,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,-0.000079,NEGATIVE
A13,63,A32,A49,13055,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A202,A92,0.000080,POSITIVE
A13,63,A32,A49,13055,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A202,A92,-0.000001,NEGATIVE
A13,72,A31,A49,13051,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A202,A92,0.000016,POSITIVE
A13,72,A31,A49,13051,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A202,A92,-0.000065,NEGATIVE
A13,72,A32,A49,13051,A63,A73,3,A103,3,A122,0,A143,A153,3,A172,1,A192,A202,A92,0.000005,POSITIVE
A13,72,A32,A49,13051,A63,A73,3,A103,3,A122,1,A143,A153,3,A172,1,A192,A202,A92,-0.000077,NEGATIVE
A13,63,A32,A49,13055,A63,A73,3,A103,3,A123,0,A143,A152,3,A174,1,A192,A202,A92,0.000033,POSITIVE
A13,63,A32,A49,13055,A63,A73,3,A103,3,A123,1,A143,A152,3,A174,1,A192,A202,A92,-0.000048,NEGATIVE
A12,11,A32,A49,13041,A62,A72,1,A102,1,A123,0,A142,A153,1,A173,1,A191,A201,A91,0.000048,POSITIVE
A12,11,A32,A49,13041,A62,A72,1,A102,1,A123,1,A142,A153,1,A173,1,A191,A201,A91,-0.000033,NEGATIVE
A12,64,A32,A48,13043,A62,A72,1,A102,2,A123,0,A142,A153,2,A174,1,A192,A202,A92,0.000063,POSITIVE
A12,64,A32,A48,13043,A62,A72,1,A102,2,A123,1,A142,A153,2,A174,1,A192,A202,A92,-0.000018,NEGATIVE
A13,31,A32,A48,13045,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0.000028,POSITIVE
A13,31,A32,A48,13045,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,-0.000053,NEGATIVE
A12,56,A30,A49,13042,A62,A72,2,A102,2,A123,0,A142,A153,2,A173,1,A191,A201,A91,0.000022,POSITIVE
A12,56,A30,A49,13042,A62,A72,2,A102,2,A123,1,A142,A153,2,A173,1,A191,A201,A91,-0.000059,NEGATIVE
A12,68,A31,A48,13044,A62,A72,3,A102,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,0.000043,POSITIVE
A12,68,A31,A48,13044,A62,A72,3,A102,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,-0.000038,NEGATIVE
A13,31,A31,A48,13045,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0.000010,POSITIVE
A13,31,A31,A48,13045,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,-0.000071,NEGATIVE
A12,47,A32,A49,13043,A62,A72,2,A102,2,A122,0,A142,A153,2,A174,1,A192,A202,A92,0.000075,POSITIVE
A12,47,A32,A49,13043,A62,A72,2,A102,2,A122,1,A142,A153,2,A174,1,A192,A202,A92,-0.000006,NEGATIVE
A12,27,A31,A49,13044,A62,A72,3,A102,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,0.000034,POSITIVE
