job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,14,274,0,failure,0,-0.001185,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,14,274,0,failure,1,0.000688,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,9,262,4,nonexistent,0,-0.000426,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,9,262,4,nonexistent,1,0.000119,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,8,258,0,failure,0,-0.000183,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,8,258,0,failure,1,0.000361,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4594,9,255,5,success,0,-0.000395,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4594,9,255,5,success,1,0.000148,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,39,188,0,failure,0,-0.028026,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,39,188,0,failure,1,0.017737,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,227,0,failure,0,-0.000659,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,227,0,failure,1,0.008626,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,33,220,1,failure,0,-0.010885,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,33,220,1,failure,1,0.020878,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4868,30,223,2,nonexistent,0,-0.008839,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4868,30,223,2,nonexistent,1,0.000447,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4696,26,219,0,failure,0,-0.014400,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4696,26,219,0,failure,1,0.007539,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,28,221,2,nonexistent,0,-0.004156,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,28,221,2,nonexistent,1,0.005130,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4852,33,204,0,failure,0,-0.025340,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4852,33,204,0,failure,1,0.004376,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,36,204,0,failure,0,-0.002475,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,36,204,0,failure,1,0.027243,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,36,205,1,failure,0,-0.013718,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,36,205,1,failure,1,0.016001,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,33,209,2,nonexistent,0,-0.015930,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,33,209,2,nonexistent,1,0.015833,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4938,36,189,1,failure,0,-0.009550,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4938,36,189,1,failure,1,0.036210,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4961,34,195,3,nonexistent,0,-0.011214,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4961,34,195,3,nonexistent,1,0.020551,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4852,33,196,0,failure,0,-0.005075,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4852,33,196,0,failure,1,0.024642,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,33,198,2,nonexistent,0,-0.023471,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,33,198,2,nonexistent,1,0.006246,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,nov,wed,-2,4875,33,190,2,nonexistent,0,-0.017755,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,nov,wed,-2,4875,33,190,2,nonexistent,1,0.011962,POSITIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,36,198,2,nonexistent,0,-0.026261,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,36,198,2,nonexistent,1,0.003455,POSITIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4976,34,200,4,nonexistent,0,-0.018032,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4976,34,200,4,nonexistent,1,0.013730,POSITIVE
