job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,45,274,0,failure,0,-0.159618,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,45,274,0,failure,1,0.052510,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,45,266,0,failure,0,-0.034861,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,45,266,0,failure,1,0.177267,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,45,268,2,nonexistent,0,-0.101807,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,45,268,2,nonexistent,1,0.110321,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,45,274,0,failure,0,-0.206313,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,45,274,0,failure,1,0.005814,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,45,266,0,failure,0,-0.081558,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,45,266,0,failure,1,0.130569,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,45,268,2,nonexistent,0,-0.148503,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,45,268,2,nonexistent,1,0.063625,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,45,252,1,failure,0,-0.067396,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,45,252,1,failure,1,0.144732,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,45,251,0,failure,0,-0.014676,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,45,251,0,failure,1,0.197453,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,45,252,1,failure,0,-0.160395,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,45,252,1,failure,1,0.059700,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,39,267,1,failure,0,0.172737,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,39,267,1,failure,1,-0.239529,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,39,267,1,failure,0,0.226554,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,39,267,1,failure,1,-0.185714,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,39,274,0,failure,0,0.233125,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,39,274,0,failure,1,-0.179141,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4953,39,268,2,nonexistent,0,0.346207,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4953,39,268,2,nonexistent,1,-0.066059,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,40,270,4,nonexistent,0,0.074606,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,40,270,4,nonexistent,1,-0.337661,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4891,41,270,4,nonexistent,0,0.090446,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4891,41,270,4,nonexistent,1,-0.689068,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,39,266,0,failure,0,0.250653,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,39,266,0,failure,1,-0.161614,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,266,0,failure,0,0.202935,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,266,0,failure,1,-0.591947,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,43,254,4,nonexistent,0,0.089494,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,43,254,4,nonexistent,1,-0.624358,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,41,262,4,nonexistent,0,0.312585,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,41,262,4,nonexistent,1,-0.099681,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,42,260,4,nonexistent,0,0.544334,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,42,260,4,nonexistent,1,-0.235179,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,39,251,0,failure,0,0.014653,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,39,251,0,failure,1,-0.397614,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,40,260,2,nonexistent,0,0.055579,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,40,260,2,nonexistent,1,-0.356688,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4704,39,259,1,failure,0,0.143638,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4704,39,259,1,failure,1,-0.651861,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4781,41,254,4,nonexistent,0,0.476171,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4781,41,254,4,nonexistent,1,-0.247150,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,39,259,1,failure,0,0.073684,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,39,259,1,failure,1,-0.637824,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4813,41,254,4,nonexistent,0,0.473138,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4813,41,254,4,nonexistent,1,-0.263368,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,42,252,2,nonexistent,0,-0.033855,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4712,42,252,2,nonexistent,1,0.178273,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,42,260,4,nonexistent,0,0.004720,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,42,260,4,nonexistent,1,-0.731786,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4563,39,252,1,failure,0,0.467403,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4563,39,252,1,failure,1,-0.269103,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,39,251,1,failure,0,0.042822,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,39,251,1,failure,1,-0.693684,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,39,259,1,failure,0,0.623393,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,39,259,1,failure,1,-0.113114,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4657,41,254,4,nonexistent,0,-0.031066,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4657,41,254,4,nonexistent,1,0.181062,POSITIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4556,40,252,2,nonexistent,0,0.494691,POSITIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4556,40,252,2,nonexistent,1,-0.187062,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4462,39,250,0,failure,0,0.374365,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4462,39,250,0,failure,1,-0.362140,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,39,250,0,failure,0,0.363028,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,39,250,0,failure,1,-0.373478,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4391,39,251,0,failure,0,-0.163888,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4391,39,251,0,failure,1,0.048239,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,33,266,0,failure,0,0.284177,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,33,266,0,failure,1,-0.128090,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,33,268,1,failure,0,0.166540,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,33,268,1,failure,1,-0.245727,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,266,0,failure,0,0.325947,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,266,0,failure,1,-0.075406,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,26,266,0,failure,0,0.025518,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,26,266,0,failure,1,-0.388085,NEGATIVE
blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4961,29,269,3,nonexistent,0,0.164678,POSITIVE
blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4961,29,269,3,nonexistent,1,-0.247589,NEGATIVE
